NR_Cell_Identity,NR_Cell_Identity_decimal,Cell_Site_Common_Name,TAC,AWS Region
0CFC3F046,3485724742,SDLAS00051A,85102,West - 2
0CFC3F05B,3485724763,SDLAS00085B,85102,West - 2
0CFC3F071,3485724785,SDLAS00102B,85102,West - 2
0CFC3F085,3485724805,SDLAS00112B,85102,West - 2
0CFC3F09A,3485724826,SDLAS00118B,85102,West - 2
0CFC3F0AF,3485724847,SDLAS00119C,85102,West - 2
0CFC3F0C4,3485724868,SDLAS00123B,85102,West - 2
0CFC42007,3485736967,SDLAS00019C,85102,West - 2
0CFC42031,3485737009,SDLAS00075A,85102,West - 2
0CFC42046,3485737030,SDLAS00128B,85102,West - 2
0CFC42071,3485737073,SDLAS00182A,85102,West - 2
0CFC4209A,3485737114,SDLAS00178T,85102,West - 2
0CFC420AF,3485737135,SDLAS00217A,85102,West - 2
0CFC420C4,3485737156,SDLAS00235A,85102,West - 2
0CFC43007,3485741063,SDLAS00004C,85102,West - 2
0CFC4301C,3485741084,SDLAS00074B,85102,West - 2
0CFC43031,3485741105,SDLAS00080B,85102,West - 2
0CFC43046,3485741126,SDLAS00087B,85102,West - 2
0CFC4305B,3485741147,SDLAS00106B,85102,West - 2
0CFC43071,3485741169,SDLAS00114B,85102,West - 2
0CFC43085,3485741189,SDLAS00129B,85102,West - 2
0CFC4309A,3485741210,SDLAS00222A,85102,West - 2
0CFC430C4,3485741252,SDLAS00210B,85102,West - 2
0CFC45007,3485749255,SDLAS00011A,85102,West - 2
0CFC4501C,3485749276,SDLAS00016B,85102,West - 2
0CFC45031,3485749297,SDLAS00020B,85102,West - 2
0CFC45046,3485749318,SDLAS00021A,85102,West - 2
0CFC4505B,3485749339,SDLAS00029A,85102,West - 2
0CFC45071,3485749361,SDLAS00032B,85102,West - 2
0CFC45085,3485749381,SDLAS00067B,85102,West - 2
0CFC4509A,3485749402,SDLAS00079B,85102,West - 2
0CFC450AF,3485749423,SDLAS00104B,85102,West - 2
0CFC450C4,3485749444,SDLAS00224A,85102,West - 2
0CFC450D9,3485749465,SDLAS00038B,85102,West - 2
0CFC46007,3485753351,SDLAS00009A,85102,West - 2
0CFC4601C,3485753372,SDLAS00034C,85102,West - 2
0CFC46031,3485753393,SDLAS00058B,85102,West - 2
0CFC46046,3485753414,SDLAS00090B,85102,West - 2
0CFC46071,3485753457,SDLAS00099B,85102,West - 2
0CFC46085,3485753477,SDLAS00100B,85102,West - 2
0CFC4609A,3485753498,SDLAS00133B,85102,West - 2
0CFC460C4,3485753540,SDLAS00137A,85102,West - 2
0CFC47007,3485757447,SDLAS00023A,85102,West - 2
0CFC4701C,3485757468,SDLAS00025B,85102,West - 2
0CFC47031,3485757489,SDLAS00047C,85102,West - 2
0CFC47046,3485757510,SDLAS00105B,85102,West - 2
0CFC4705B,3485757531,SDLAS00115C,85102,West - 2
0CFC47071,3485757553,SDLAS00120B,85102,West - 2
0CFC47085,3485757573,SDLAS00127B,85102,West - 2
0CFC4709A,3485757594,SDLAS00150B,85102,West - 2
0CFC470AF,3485757615,SDLAS00183A,85102,West - 2
0CFC470C4,3485757636,SDLAS00233A,85102,West - 2
0CFC48007,3485761543,SDLAS00006B,85102,West - 2
0CFC4801C,3485761564,SDLAS00012B,85102,West - 2
0CFC48031,3485761585,SDLAS00013A,85102,West - 2
0CFC48046,3485761606,SDLAS00041B,85102,West - 2
0CFC4805B,3485761627,SDLAS00111B,85102,West - 2
0CFC4809A,3485761690,SDLAS00132B,85102,West - 2
0CFC480AF,3485761711,SDLAS00141B,85102,West - 2
0CFC480C4,3485761732,SDLAS00172A,85102,West - 2
0CFC49007,3485765639,SDLAS00022B,85102,West - 2
0CFC4901C,3485765660,SDLAS00036B,85102,West - 2
0CFC49031,3485765681,SDLAS00092B,85102,West - 2
0CFC49046,3485765702,SDLAS00095B,85102,West - 2
0CFC4905B,3485765723,SDLAS00096B,85102,West - 2
0CFC49071,3485765745,SDLAS00097B,85102,West - 2
0CFC49085,3485765765,SDLAS00108B,85102,West - 2
0CFC4909A,3485765786,SDLAS00144A,85102,West - 2
0CFC490AF,3485765807,SDLAS00147A,85102,West - 2
0CFC490C4,3485765828,SDLAS00151A,85102,West - 2
0CD58D007,3445149703,SLBOI00002B,84110,West - 2
0CD58D01C,3445149724,SLBOI00005A,84110,West - 2
0CD58D046,3445149766,SLBOI00011A,84110,West - 2
0CD58D05B,3445149787,SLBOI00012A,84110,West - 2
0CD58D071,3445149809,SLBOI00014A,84110,West - 2
0CD58D085,3445149829,SLBOI00015A,84110,West - 2
0CD58D09A,3445149850,SLBOI00021A,84110,West - 2
0CD58D0AF,3445149871,SLBOI00026A,84110,West - 2
0CD58D0C4,3445149892,SLBOI00027A,84110,West - 2
0CD58D0D9,3445149913,SLBOI00028A,84110,West - 2
0CD58D0EE,3445149934,SLBOI00031A,84110,West - 2
0CD58E01C,3445153820,SLBOI00004A,84110,West - 2
0CD58E031,3445153841,SLBOI00010A,84110,West - 2
0CD58E046,3445153862,SLBOI00013A,84110,West - 2
0CD58E071,3445153905,SLBOI00020B,84110,West - 2
0CD58E085,3445153925,SLBOI00024A,84110,West - 2
0CD58E0C4,3445153988,SLBOI00035A,84110,West - 2
0CD58E103,3445154051,SLBOI00040A,84110,West - 2
0CD58F046,3445157958,SLBOI00009A,84110,West - 2
0CD58F085,3445158021,SLBOI00018A,84110,West - 2
0CD58F09A,3445158042,SLBOI00022A,84110,West - 2
0CECFD007,3469725703,SLSLC00059A,84710,West - 2
0CECFD01C,3469725724,SLSLC00081A,84710,West - 2
0CECFD046,3469725766,SLSLC00099A,84710,West - 2
0CECFD05B,3469725787,SLSLC00100A,84710,West - 2
0CECFD071,3469725809,SLSLC00110A,84710,West - 2
0CECFD085,3469725829,SLSLC00117A,84710,West - 2
0CECFD09A,3469725850,SLSLC00143A,84710,West - 2
0CECFD0AF,3469725871,SLSLC00144A,84710,West - 2
0CECFD0C4,3469725892,SLSLC00154B,84710,West - 2
0CECFD0D9,3469725913,SLSLC00160A,84710,West - 2
0CECFE01C,3469729820,SLSLC00068A,84710,West - 2
0CECFE046,3469729862,SLSLC00075A,84710,West - 2
0CECFE05B,3469729883,SLSLC00090A,84710,West - 2
0CECFE071,3469729905,SLSLC00096A,84710,West - 2
0CECFE09A,3469729946,SLSLC00116A,84710,West - 2
0CECFE0AF,3469729967,SLSLC00122A,84710,West - 2
0CECFE0C4,3469729988,SLSLC00125A,84710,West - 2
0CECFE0D9,3469730009,SLSLC00126A,84710,West - 2
0CECFE103,3469730051,SLSLC00129A,84710,West - 2
0CECFE118,3469730072,SLSLC00145A,84710,West - 2
0CECFE12D,3469730093,SLSLC00161A,84710,West - 2
0CECFF01C,3469733916,SLSLC00076B,84710,West - 2
0CECFF031,3469733937,SLSLC00103C,84710,West - 2
0CECFF046,3469733958,SLSLC00112A,84710,West - 2
0CECFF05B,3469733979,SLSLC00121A,84710,West - 2
0CECFF071,3469734001,SLSLC00127A,84710,West - 2
0CECFF085,3469734021,SLSLC00146A,84710,West - 2
0CECFF09A,3469734042,SLSLC00147B,84710,West - 2
0CECFF0AF,3469734063,SLSLC00148A,84710,West - 2
0CECFF0C4,3469734084,SLSLC00155A,84710,West - 2
0CECFF0EE,3469734126,SLSLC00158D,84710,West - 2
0CED00007,3469737991,SLSLC00002A,84710,West - 2
0CED00031,3469738033,SLSLC00024A,84710,West - 2
0CED0005B,3469738075,SLSLC00058A,84710,West - 2
0CED00071,3469738097,SLSLC00088A,84710,West - 2
0CED00085,3469738117,SLSLC00105A,84710,West - 2
0CED000AF,3469738159,SLSLC00114A,84710,West - 2
0CED000D9,3469738201,SLSLC00130A,84710,West - 2
0CED000EE,3469738222,SLSLC00149C,84710,West - 2
0CED00103,3469738243,SLSLC00150A,84710,West - 2
0CED00118,3469738264,SLSLC00156A,84710,West - 2
0CED01007,3469742087,SLSLC00060A,84710,West - 2
0CED0101C,3469742108,SLSLC00061A,84710,West - 2
0CED01031,3469742129,SLSLC00064A,84710,West - 2
0CED01046,3469742150,SLSLC00077A,84710,West - 2
0CED0105B,3469742171,SLSLC00078A,84710,West - 2
0CED01071,3469742193,SLSLC00082A,84710,West - 2
0CED01085,3469742213,SLSLC00097A,84710,West - 2
0CED0109A,3469742234,SLSLC00106A,84710,West - 2
0CED010AF,3469742255,SLSLC00115A,84710,West - 2
0CED010C4,3469742276,SLSLC00119A,84710,West - 2
0CED010EE,3469742318,SLSLC00132A,84710,West - 2
0CED01103,3469742339,SLSLC00135A,84710,West - 2
0CED01118,3469742360,SLSLC00151A,84710,West - 2
0CED0112D,3469742381,SLSLC00152A,84710,West - 2
0CED01142,3469742402,SLSLC00153A,84710,West - 2
0CED6601C,3470155804,SLSLC00023A,84720,West - 2
0CED66031,3470155825,SLSLC00072B,84720,West - 2
0CED6605B,3470155867,SLSLC00098A,84720,West - 2
0CED66071,3470155889,SLSLC00104A,84720,West - 2
0CED66085,3470155909,SLSLC00107A,84720,West - 2
0CED660AF,3470155951,SLSLC00113A,84720,West - 2
0CED660C4,3470155972,SLSLC00118A,84720,West - 2
0CED660D9,3470155993,SLSLC00124A,84720,West - 2
0CED660EE,3470156014,SLSLC00134A,84720,West - 2
0CED66103,3470156035,SLSLC00136A,84720,West - 2
0CED66118,3470156056,SLSLC00137A,84720,West - 2
0CED6612D,3470156077,SLSLC00140A,84720,West - 2
0CED66142,3470156098,SLSLC00141B,84720,West - 2
0CED66157,3470156119,SLSLC00142A,84720,West - 2
0CED67007,3470159879,SLSLC00063A,84720,West - 2
0CED67085,3470160005,SLSLC00111A,84720,West - 2
0CED670AF,3470160047,SLSLC00133C,84720,West - 2
0CED670C4,3470160068,SLSLC00138B,84720,West - 2
0CED670D9,3470160089,SLSLC00139A,84720,West - 2
