NR_Cell_Identity,NR_Cell_Identity_decimal,Cell_Site_Common_Name,TAC,AWS Region
088F6D0D8,2297876696,HOHOU00604A,56101,East - 2
088F6D0ED,2297876717,HOHOU00704B,56101,East - 2
088F6D117,2297876759,HOHOU00748B,56101,East - 2
088F6E006,2297880582,HOHOU00166B,56101,East - 2
088F6E06F,2297880687,HOHOU00411C,56101,East - 2
088F6E070,2297880688,HOHOU00411C,56101,East - 2
088F6E0AE,2297880750,HOHOU00544A,56101,East - 2
088F6E0B0,2297880752,HOHOU00544A,56101,East - 2
088F6E0C3,2297880771,HOHOU00624A,56101,East - 2
088F6E0D8,2297880792,HOHOU00673A,56101,East - 2
088F6E117,2297880855,HOHOU00731A,56101,East - 2
095A8B006,2510860294,JKJAN00008A,61301,East - 2
095A8B01B,2510860315,JKJAN00079A,61301,East - 2
095A8B030,2510860336,JKJAN00080A,61301,East - 2
095A8B0D8,2510860504,JKJAN00200B,61301,East - 2
095A8B0ED,2510860525,JKJAN00208A,61301,East - 2
095A8B102,2510860546,JKJAN00213A,61301,East - 2
095A8C030,2510864432,JKJAN00050A,61301,East - 2
095A8C045,2510864453,JKJAN00081A,61301,East - 2
095A8C05A,2510864474,JKJAN00124A,61301,East - 2
095A8C06F,2510864495,JKJAN00125A,61301,East - 2
095A8C070,2510864496,JKJAN00125A,61301,East - 2
095A8C099,2510864537,JKJAN00199A,61301,East - 2
095A8C0AE,2510864558,JKJAN00204A,61301,East - 2
095A8C0B0,2510864560,JKJAN00204A,61301,East - 2
095A8C0C3,2510864579,JKJAN00209A,61301,East - 2
095A8C0ED,2510864621,JKJAN00220A,61301,East - 2
095A8C102,2510864642,JKJAN00235A,61301,East - 2
095A8E01B,2510872603,JKJAN00014A,61301,East - 2
095A8E030,2510872624,JKJAN00041A,61301,East - 2
095A8E05A,2510872666,JKJAN00090A,61301,East - 2
095A8E06F,2510872687,JKJAN00099A,61301,East - 2
095A8E070,2510872688,JKJAN00099A,61301,East - 2
095A8E084,2510872708,JKJAN00105A,61301,East - 2
095A8E099,2510872729,JKJAN00156A,61301,East - 2
095A8E0C3,2510872771,JKJAN00207A,61301,East - 2
095A8E0ED,2510872813,JKJAN00221A,61301,East - 2
09896901B,2560004123,JKMSY00004A,62501,East - 2
09896905A,2560004186,JKMSY00015A,62501,East - 2
09896906F,2560004207,JKMSY00022A,62501,East - 2
09896909A,2560004250,JKMSY00039A,62501,East - 2
0989690AE,2560004270,JKMSY00082A,62501,East - 2
0989690B0,2560004272,JKMSY00082A,62501,East - 2
0989690C3,2560004291,JKMSY00092A,62501,East - 2
0989690D8,2560004312,JKMSY00094A,62501,East - 2
0989690ED,2560004333,JKMSY00095A,62501,East - 2
09896A006,2560008198,JKMSY00013A,62501,East - 2
09896A01B,2560008219,JKMSY00017A,62501,East - 2
09896A030,2560008240,JKMSY00027A,62501,East - 2
09896A045,2560008261,JKMSY00033A,62501,East - 2
09896A05A,2560008282,JKMSY00043A,62501,East - 2
09896A06F,2560008303,JKMSY00054A,62501,East - 2
09896A070,2560008304,JKMSY00054A,62501,East - 2
09896A084,2560008324,JKMSY00056A,62501,East - 2
09896A0AE,2560008366,JKMSY00086A,62501,East - 2
09896A0B0,2560008368,JKMSY00086A,62501,East - 2
09896A0C3,2560008387,JKMSY00096A,62501,East - 2
09896A0ED,2560008429,JKMSY00113A,62501,East - 2
09896B006,2560012294,JKMSY00009A,62501,East - 2
09896B01B,2560012315,JKMSY00012A,62501,East - 2
09896B030,2560012336,JKMSY00040A,62501,East - 2
09896B045,2560012357,JKMSY00045A,62501,East - 2
09896B05A,2560012378,JKMSY00069A,62501,East - 2
09896B06F,2560012399,JKMSY00072A,62501,East - 2
09896B070,2560012400,JKMSY00072A,62501,East - 2
09896B099,2560012441,JKMSY00076A,62501,East - 2
09896B0C3,2560012483,JKMSY00093A,62501,East - 2
09896B0D8,2560012504,JKMSY00112A,62501,East - 2
09896C006,2560016390,JKMSY00019A,62501,East - 2
09896C01B,2560016411,JKMSY00025A,62501,East - 2
09896C045,2560016453,JKMSY00052A,62501,East - 2
09896C084,2560016516,JKMSY00074A,62501,East - 2
09896C099,2560016537,JKMSY00078A,62501,East - 2
09896C0D8,2560016600,JKMSY00081A,62501,East - 2
09896C0ED,2560016621,JKMSY00118A,62501,East - 2
98970030,2560032816,JKMSY00029A,62502,East - 2
98970031,2560032817,JKMSY00029A,62502,East - 2
98970032,2560032818,JKMSY00029A,62502,East - 2
98970084,2560032900,JKMSY00066A,62502,East - 2
98970085,2560032901,JKMSY00066A,62502,East - 2
98970086,2560032902,JKMSY00066A,62502,East - 2
98970099,2560032921,JKMSY00068A,62502,East - 2
98971006,2560036870,JKMSY00018A,62502,East - 2
98971007,2560036871,JKMSY00018A,62502,East - 2
98971008,2560036872,JKMSY00018A,62502,East - 2
98971030,2560036912,JKMSY00030A,62502,East - 2
98971031,2560036913,JKMSY00030A,62502,East - 2
98971032,2560036914,JKMSY00030A,62502,East - 2
98971045,2560036933,JKMSY00032B,62502,East - 2
98971046,2560036934,JKMSY00032B,62502,East - 2
98971047,2560036935,JKMSY00032B,62502,East - 2
98971070,2560036976,JKMSY00088A,62502,East - 2
98971071,2560036977,JKMSY00088A,62502,East - 2
98972006,2560040966,JKMSY00001A,62502,East - 2
98972007,2560040967,JKMSY00001A,62502,East - 2
98972008,2560040968,JKMSY00001A,62502,East - 2
98972030,2560041008,JKMSY00021A,62502,East - 2
98972031,2560041009,JKMSY00021A,62502,East - 2
98972032,2560041010,JKMSY00021A,62502,East - 2
98972045,2560041029,JKMSY00028A,62502,East - 2
98972046,2560041030,JKMSY00028A,62502,East - 2
98972047,2560041031,JKMSY00028A,62502,East - 2
98972070,2560041072,JKMSY00038A,62502,East - 2
98972071,2560041073,JKMSY00038A,62502,East - 2
98972084,2560041092,JKMSY00042A,62502,East - 2
98972085,2560041093,JKMSY00042A,62502,East - 2
98972086,2560041094,JKMSY00042A,62502,East - 2
98973006,2560045062,JKMSY00008A,62502,East - 2
98973007,2560045063,JKMSY00008A,62502,East - 2
98973008,2560045064,JKMSY00008A,62502,East - 2
98973030,2560045104,JKMSY00020A,62502,East - 2
98973031,2560045105,JKMSY00020A,62502,East - 2
98973032,2560045106,JKMSY00020A,62502,East - 2
98973045,2560045125,JKMSY00046A,62502,East - 2
98973046,2560045126,JKMSY00046A,62502,East - 2
98973047,2560045127,JKMSY00046A,62502,East - 2
98973084,2560045188,JKMSY00090A,62502,East - 2
98973085,2560045189,JKMSY00090A,62502,East - 2
98973086,2560045190,JKMSY00090A,62502,East - 2
98973099,2560045209,JKMSY00091A,62502,East - 2
9896E030,2560024624,JKMSY00047A,62502,East - 2
9896E031,2560024625,JKMSY00047A,62502,East - 2
9896E032,2560024626,JKMSY00047A,62502,East - 2
088F6C06F,2297872495,HOHOU00499A,56102,East - 2
088F6C070,2297872496,HOHOU00499A,56102,East - 2
088F6C084,2297872516,HOHOU00504A,56102,East - 2
088F6C099,2297872537,HOHOU00537A,56102,East - 2
088F6C0AE,2297872558,HOHOU00538A,56102,East - 2
088F6C0B0,2297872560,HOHOU00538A,56102,East - 2
088F6C0C3,2297872579,HOHOU00561A,56102,East - 2
088F6C0D8,2297872600,HOHOU00576A,56102,East - 2
088F6C0ED,2297872621,HOHOU00672A,56102,East - 2
088F6C102,2297872642,HOHOU00698B,56102,East - 2
088F6C117,2297872663,HOHOU00720B,56102,East - 2
088F6F030,2297884720,HOHOU00150B,56102,East - 2
088F6F099,2297884825,HOHOU00534A,56102,East - 2
088F6F0AE,2297884846,HOHOU00586B,56102,East - 2
088F6F0B0,2297884848,HOHOU00586B,56102,East - 2
088F6F0C3,2297884867,HOHOU00599A,56102,East - 2
088F6F0D8,2297884888,HOHOU00630A,56102,East - 2
088F6F0ED,2297884909,HOHOU00665A,56102,East - 2
088F6F102,2297884930,HOHOU00674A,56102,East - 2
088F6F117,2297884951,HOHOU00680A,56102,East - 2
088F7B030,2297933872,HOHOU00123B,56102,East - 2
088F7B06F,2297933935,HOHOU00353B,56102,East - 2
088F7B070,2297933936,HOHOU00353B,56102,East - 2
088F7B099,2297933977,HOHOU00483A,56102,East - 2
088F7B0AE,2297933998,HOHOU00494A,56102,East - 2
088F7B0B0,2297934000,HOHOU00494A,56102,East - 2
088F7B0C3,2297934019,HOHOU00540A,56102,East - 2
088F7B0D8,2297934040,HOHOU00588A,56102,East - 2
088F7B0ED,2297934061,HOHOU00655A,56102,East - 2
088F7B102,2297934082,HOHOU00725A,56102,East - 2
088F7B117,2297934103,HOHOU00726A,56102,East - 2
088F7C0C3,2297938115,HOHOU00582A,56102,East - 2
088F7C0D8,2297938136,HOHOU00585A,56102,East - 2
088F7C0ED,2297938157,HOHOU00611A,56102,East - 2
088F7C102,2297938178,HOHOU00645A,56102,East - 2
088F7C117,2297938199,HOHOU00714A,56102,East - 2
088F8401B,2297970715,HOHOU00160A,56102,East - 2
088F8405A,2297970778,HOHOU00364A,56102,East - 2
088F8406F,2297970799,HOHOU00365A,56102,East - 2
088F84070,2297970800,HOHOU00365A,56102,East - 2
088F84084,2297970820,HOHOU00492A,56102,East - 2
088F84099,2297970841,HOHOU00501B,56102,East - 2
088F840AE,2297970862,HOHOU00532A,56102,East - 2
088F840B0,2297970864,HOHOU00532A,56102,East - 2
088F840C3,2297970883,HOHOU00551A,56102,East - 2
088F840D8,2297970904,HOHOU00583A,56102,East - 2
088F840ED,2297970925,HOHOU00584A,56102,East - 2
088F84102,2297970946,HOHOU00597B,56102,East - 2
088F84117,2297970967,HOHOU00648A,56102,East - 2
088F8501B,2297974811,HOHOU00116C,56102,East - 2
088F85084,2297974916,HOHOU00491B,56102,East - 2
088F85099,2297974937,HOHOU00546A,56102,East - 2
088F850AE,2297974958,HOHOU00590A,56102,East - 2
088F850B0,2297974960,HOHOU00590A,56102,East - 2
088F850C3,2297974979,HOHOU00598A,56102,East - 2
088F850D8,2297975000,HOHOU00625A,56102,East - 2
088F850ED,2297975021,HOHOU00717A,56102,East - 2
088F85102,2297975042,HOHOU00743A,56102,East - 2
088F85117,2297975063,HOHOU00744A,56102,East - 2
088F86006,2297978886,HOHOU00102B,56102,East - 2
088F8606F,2297978991,HOHOU00314A,56102,East - 2
088F86070,2297978992,HOHOU00314A,56102,East - 2
088F860C3,2297979075,HOHOU00587B,56102,East - 2
088F860D8,2297979096,HOHOU00623A,56102,East - 2
088F860ED,2297979117,HOHOU00640A,56102,East - 2
088F86102,2297979138,HOHOU00711A,56102,East - 2
088F86117,2297979159,HOHOU00715A,56102,East - 2
095A89006,2510852102,JKJAN00043A,61302,East - 2
095A8901B,2510852123,JKJAN00053A,61302,East - 2
095A89030,2510852144,JKJAN00075A,61302,East - 2
095A89045,2510852165,JKJAN00078A,61302,East - 2
095A8905A,2510852186,JKJAN00102A,61302,East - 2
095A8906F,2510852207,JKJAN00120A,61302,East - 2
095A89070,2510852208,JKJAN00120A,61302,East - 2
095A89084,2510852228,JKJAN00128A,61302,East - 2
095A890AE,2510852270,JKJAN00130A,61302,East - 2
095A890B0,2510852272,JKJAN00130A,61302,East - 2
095A890D8,2510852312,JKJAN00197A,61302,East - 2
095A890ED,2510852333,JKJAN00198A,61302,East - 2
095A89102,2510852354,JKJAN00211A,61302,East - 2
095A89117,2510852375,JKJAN00212A,61302,East - 2
095A8A006,2510856198,JKJAN00071A,61302,East - 2
095A8A030,2510856240,JKJAN00077A,61302,East - 2
095A8A099,2510856345,JKJAN00175A,61302,East - 2
095A8A0C3,2510856387,JKJAN00227A,61302,East - 2
095A8D006,2510868486,JKJAN00011A,61302,East - 2
095A8D01B,2510868507,JKJAN00025A,61302,East - 2
095A8D030,2510868528,JKJAN00060A,61302,East - 2
095A8D045,2510868549,JKJAN00061A,61302,East - 2
095A8D05A,2510868570,JKJAN00088A,61302,East - 2
095A8D06F,2510868591,JKJAN00091A,61302,East - 2
095A8D070,2510868592,JKJAN00091A,61302,East - 2
095A8D084,2510868612,JKJAN00092A,61302,East - 2
095A8D0AE,2510868654,JKJAN00118A,61302,East - 2
095A8D0B0,2510868656,JKJAN00118A,61302,East - 2
095A8D0C3,2510868675,JKJAN00222A,61302,East - 2
095A8F006,2510876678,JKJAN00006A,61302,East - 2
095A8F01B,2510876699,JKJAN00007A,61302,East - 2
095A8F030,2510876720,JKJAN00037A,61302,East - 2
095A8F045,2510876741,JKJAN00074A,61302,East - 2
095A8F06F,2510876783,JKJAN00095A,61302,East - 2
095A8F070,2510876784,JKJAN00095A,61302,East - 2
095A8F099,2510876825,JKJAN00174A,61302,East - 2
095A8F0D8,2510876888,JKJAN00225A,61302,East - 2
095A90006,2510880774,JKJAN00040A,61302,East - 2
095A90045,2510880837,JKJAN00063A,61302,East - 2
095A9005A,2510880858,JKJAN00073A,61302,East - 2
095A90099,2510880921,JKJAN00100A,61302,East - 2
095A900C3,2510880963,JKJAN00168A,61302,East - 2
095A900D8,2510880984,JKJAN00202A,61302,East - 2
095A900ED,2510881005,JKJAN00203A,61302,East - 2
095A90102,2510881026,JKJAN00216A,61302,East - 2
09896D06F,2560020591,JKMSY00063A,62502,East - 2
09896D070,2560020592,JKMSY00063A,62502,East - 2
09896D0C3,2560020675,JKMSY00107A,62502,East - 2
09896D0D8,2560020696,JKMSY00108A,62502,East - 2
09896E05A,2560024666,JKMSY00057A,62502,East - 2
09896E0AE,2560024750,JKMSY00097A,62502,East - 2
09896E0B0,2560024752,JKMSY00097A,62502,East - 2
09896F045,2560028741,JKMSY00065A,62502,East - 2
09897001B,2560032795,JKMSY00006A,62502,East - 2
09897005A,2560032858,JKMSY00062A,62502,East - 2
09897009A,2560032922,JKMSY00068A,62502,East - 2
0989700C3,2560032963,JKMSY00116A,62502,East - 2
0989700D8,2560032984,JKMSY00117A,62502,East - 2
09897105A,2560036954,JKMSY00070B,62502,East - 2
09897106F,2560036975,JKMSY00088A,62502,East - 2
0989710AE,2560037038,JKMSY00114A,62502,East - 2
0989710B0,2560037040,JKMSY00114A,62502,East - 2
0989710C3,2560037059,JKMSY00119B,62502,East - 2
09897201B,2560040987,JKMSY00016A,62502,East - 2
09897205A,2560041050,JKMSY00037A,62502,East - 2
09897206F,2560041071,JKMSY00038A,62502,East - 2
0989720AE,2560041134,JKMSY00059A,62502,East - 2
0989720B0,2560041136,JKMSY00059A,62502,East - 2
0989720C3,2560041155,JKMSY00103A,62502,East - 2
09897305A,2560045146,JKMSY00053A,62502,East - 2
09897309A,2560045210,JKMSY00091A,62502,East - 2
088F70045,2297888837,HOHOU00126A,56103,East - 2
088F700AE,2297888942,HOHOU00564A,56103,East - 2
088F700B0,2297888944,HOHOU00564A,56103,East - 2
088F700D8,2297888984,HOHOU00629A,56103,East - 2
088F700ED,2297889005,HOHOU00635A,56103,East - 2
088F70102,2297889026,HOHOU00637A,56103,East - 2
088F70117,2297889047,HOHOU00677A,56103,East - 2
088F7105A,2297892954,HOHOU00496A,56103,East - 2
088F7106F,2297892975,HOHOU00528A,56103,East - 2
088F71070,2297892976,HOHOU00528A,56103,East - 2
088F71084,2297892996,HOHOU00567A,56103,East - 2
088F71099,2297893017,HOHOU00571B,56103,East - 2
088F710AE,2297893038,HOHOU00579B,56103,East - 2
088F710B0,2297893040,HOHOU00579B,56103,East - 2
088F710C3,2297893059,HOHOU00594B,56103,East - 2
088F710D8,2297893080,HOHOU00602A,56103,East - 2
088F710ED,2297893101,HOHOU00617A,56103,East - 2
088F71117,2297893143,HOHOU00682B,56103,East - 2
088F72006,2297896966,HOHOU00080B,56103,East - 2
088F72084,2297897092,HOHOU00393A,56103,East - 2
088F72099,2297897113,HOHOU00415B,56103,East - 2
088F720C3,2297897155,HOHOU00505A,56103,East - 2
088F720D8,2297897176,HOHOU00569A,56103,East - 2
088F720ED,2297897197,HOHOU00610B,56103,East - 2
088F72102,2297897218,HOHOU00667A,56103,East - 2
088F7301B,2297901083,HOHOU00137A,56103,East - 2
088F73084,2297901188,HOHOU00382B,56103,East - 2
088F73099,2297901209,HOHOU00383B,56103,East - 2
088F730D8,2297901272,HOHOU00639A,56103,East - 2
088F730ED,2297901293,HOHOU00678A,56103,East - 2
088F73102,2297901314,HOHOU00679B,56103,East - 2
088F73117,2297901335,HOHOU00705B,56103,East - 2
088F7A01B,2297929755,HOHOU00152B,56103,East - 2
088F7A030,2297929776,HOHOU00182B,56103,East - 2
088F7A06F,2297929839,HOHOU00502A,56103,East - 2
088F7A070,2297929840,HOHOU00502A,56103,East - 2
088F7A084,2297929860,HOHOU00514A,56103,East - 2
088F7A099,2297929881,HOHOU00533A,56103,East - 2
088F7A0AE,2297929902,HOHOU00536A,56103,East - 2
088F7A0B0,2297929904,HOHOU00536A,56103,East - 2
088F7A0C3,2297929923,HOHOU00575A,56103,East - 2
088F7A0D8,2297929944,HOHOU00671A,56103,East - 2
088F7A0ED,2297929965,HOHOU00687A,56103,East - 2
088F7A102,2297929986,HOHOU00710B,56103,East - 2
095A92030,2510889008,JKJAN00059A,61303,East - 2
095A920AE,2510889134,JKJAN00162A,61303,East - 2
095A920B0,2510889136,JKJAN00162A,61303,East - 2
095A93006,2510893062,JKJAN00015A,61303,East - 2
095A9301B,2510893083,JKJAN00029A,61303,East - 2
095A93045,2510893125,JKJAN00122A,61303,East - 2
095A9305A,2510893146,JKJAN00134A,61303,East - 2
095A9306F,2510893167,JKJAN00138A,61303,East - 2
095A93070,2510893168,JKJAN00138A,61303,East - 2
095A93084,2510893188,JKJAN00152A,61303,East - 2
095A93099,2510893209,JKJAN00192A,61303,East - 2
095A930AE,2510893230,JKJAN00205A,61303,East - 2
095A930B0,2510893232,JKJAN00205A,61303,East - 2
095A930C3,2510893251,JKJAN00223A,61303,East - 2
088F6B06F,2297868399,HOHOU00356B,56104,East - 2
088F6B070,2297868400,HOHOU00356B,56104,East - 2
088F6B084,2297868420,HOHOU00524A,56104,East - 2
088F6B099,2297868441,HOHOU00541A,56104,East - 2
088F6B0AE,2297868462,HOHOU00573A,56104,East - 2
088F6B0B0,2297868464,HOHOU00573A,56104,East - 2
088F6B0C3,2297868483,HOHOU00601A,56104,East - 2
088F6B0D8,2297868504,HOHOU00631A,56104,East - 2
088F6B0ED,2297868525,HOHOU00632A,56104,East - 2
088F6B102,2297868546,HOHOU00702C,56104,East - 2
088F6B117,2297868567,HOHOU00713A,56104,East - 2
088F7E06F,2297946223,HOHOU00330B,56104,East - 2
088F7E070,2297946224,HOHOU00330B,56104,East - 2
088F7E099,2297946265,HOHOU00513A,56104,East - 2
088F7E0AE,2297946286,HOHOU00554A,56104,East - 2
088F7E0B0,2297946288,HOHOU00554A,56104,East - 2
088F7E0C3,2297946307,HOHOU00572B,56104,East - 2
088F7E0D8,2297946328,HOHOU00642A,56104,East - 2
088F7E0ED,2297946349,HOHOU00650A,56104,East - 2
088F7E102,2297946370,HOHOU00675A,56104,East - 2
088F7E117,2297946391,HOHOU00712A,56104,East - 2
088F7F006,2297950214,HOHOU00031A,56104,East - 2
088F7F099,2297950361,HOHOU00293A,56104,East - 2
088F7F0AE,2297950382,HOHOU00308B,56104,East - 2
088F7F0B0,2297950384,HOHOU00308B,56104,East - 2
088F7F102,2297950466,HOHOU00707A,56104,East - 2
088F80006,2297954310,HOHOU00024A,56104,East - 2
088F80099,2297954457,HOHOU00521A,56104,East - 2
088F800AE,2297954478,HOHOU00523A,56104,East - 2
088F800B0,2297954480,HOHOU00523A,56104,East - 2
088F800C3,2297954499,HOHOU00563A,56104,East - 2
088F800D8,2297954520,HOHOU00606A,56104,East - 2
088F800ED,2297954541,HOHOU00614A,56104,East - 2
088F80102,2297954562,HOHOU00691A,56104,East - 2
088F80117,2297954583,HOHOU00716A,56104,East - 2
088F81006,2297958406,HOHOU00134B,56104,East - 2
088F81099,2297958553,HOHOU00378C,56104,East - 2
088F810AE,2297958574,HOHOU00485B,56104,East - 2
088F810B0,2297958576,HOHOU00485B,56104,East - 2
088F810C3,2297958595,HOHOU00509A,56104,East - 2
088F810D8,2297958616,HOHOU00517A,56104,East - 2
088F810ED,2297958637,HOHOU00518A,56104,East - 2
088F81102,2297958658,HOHOU00683A,56104,East - 2
088F81117,2297958679,HOHOU00697A,56104,East - 2
088F820AE,2297962670,HOHOU00550A,56104,East - 2
088F820B0,2297962672,HOHOU00550A,56104,East - 2
088F820C3,2297962691,HOHOU00557A,56104,East - 2
088F820D8,2297962712,HOHOU00580B,56104,East - 2
088F820ED,2297962733,HOHOU00651A,56104,East - 2
088F82102,2297962754,HOHOU00652A,56104,East - 2
088F82117,2297962775,HOHOU00693A,56104,East - 2
088F83030,2297966640,HOHOU00221A,56104,East - 2
088F83045,2297966661,HOHOU00307B,56104,East - 2
088F8305A,2297966682,HOHOU00497A,56104,East - 2
088F8306F,2297966703,HOHOU00530A,56104,East - 2
088F83070,2297966704,HOHOU00530A,56104,East - 2
088F83084,2297966724,HOHOU00531A,56104,East - 2
088F83099,2297966745,HOHOU00535A,56104,East - 2
088F830AE,2297966766,HOHOU00556A,56104,East - 2
088F830B0,2297966768,HOHOU00556A,56104,East - 2
088F830C3,2297966787,HOHOU00646A,56104,East - 2
088F830D8,2297966808,HOHOU00653A,56104,East - 2
088F830ED,2297966829,HOHOU00688A,56104,East - 2
088F83117,2297966871,HOHOU00745A,56104,East - 2
095A94030,2510897200,JKJAN00026A,61304,East - 2
095A94084,2510897284,JKJAN00104A,61304,East - 2
095A94099,2510897305,JKJAN00112A,61304,East - 2
095A940AE,2510897326,JKJAN00135A,61304,East - 2
095A940B0,2510897328,JKJAN00135A,61304,East - 2
095A940C3,2510897347,JKJAN00201A,61304,East - 2
095A940D8,2510897368,JKJAN00230A,61304,East - 2
095A940ED,2510897389,JKJAN00237A,61304,East - 2
095A95006,2510901254,JKJAN00005A,61304,East - 2
095A9501B,2510901275,JKJAN00028A,61304,East - 2
095A95030,2510901296,JKJAN00065A,61304,East - 2
095A95045,2510901317,JKJAN00072A,61304,East - 2
095A9505A,2510901338,JKJAN00107A,61304,East - 2
095A95084,2510901380,JKJAN00150A,61304,East - 2
095A95099,2510901401,JKJAN00158B,61304,East - 2
095A950AE,2510901422,JKJAN00184A,61304,East - 2
095A950B0,2510901424,JKJAN00184A,61304,East - 2
095A950D8,2510901464,JKJAN00196A,61304,East - 2
095A950ED,2510901485,JKJAN00226A,61304,East - 2
095A95102,2510901506,JKJAN00233A,61304,East - 2
095A96006,2510905350,JKJAN00031B,61304,East - 2
095A9601B,2510905371,JKJAN00035A,61304,East - 2
095A96030,2510905392,JKJAN00042A,61304,East - 2
095A96045,2510905413,JKJAN00062A,61304,East - 2
095A9605A,2510905434,JKJAN00068A,61304,East - 2
095A9606F,2510905455,JKJAN00113A,61304,East - 2
095A96070,2510905456,JKJAN00113A,61304,East - 2
095A96099,2510905497,JKJAN00123C,61304,East - 2
095A960AE,2510905518,JKJAN00142A,61304,East - 2
095A960B0,2510905520,JKJAN00142A,61304,East - 2
095A960C3,2510905539,JKJAN00144B,61304,East - 2
095A960D8,2510905560,JKJAN00149A,61304,East - 2
095A9701B,2510909467,JKJAN00034A,61304,East - 2
095A9705A,2510909530,JKJAN00111A,61304,East - 2
095A9706F,2510909551,JKJAN00126A,61304,East - 2
095A97070,2510909552,JKJAN00126A,61304,East - 2
095A97099,2510909593,JKJAN00147A,61304,East - 2
095A970AE,2510909614,JKJAN00157A,61304,East - 2
095A970B0,2510909616,JKJAN00157A,61304,East - 2
095A970C3,2510909635,JKJAN00163A,61304,East - 2
095A970D8,2510909656,JKJAN00166A,61304,East - 2
095A970ED,2510909677,JKJAN00171A,61304,East - 2
095A97102,2510909698,JKJAN00190A,61304,East - 2
095A97117,2510909719,JKJAN00193A,61304,East - 2
095A98006,2510913542,JKJAN00003A,61304,East - 2
095A98030,2510913584,JKJAN00033A,61304,East - 2
095A98045,2510913605,JKJAN00046A,61304,East - 2
095A9805A,2510913626,JKJAN00047A,61304,East - 2
095A9806F,2510913647,JKJAN00109A,61304,East - 2
095A98070,2510913648,JKJAN00109A,61304,East - 2
095A98084,2510913668,JKJAN00114A,61304,East - 2
095A980AE,2510913710,JKJAN00141A,61304,East - 2
095A980B0,2510913712,JKJAN00141A,61304,East - 2
095A980C3,2510913731,JKJAN00143A,61304,East - 2
095A980D8,2510913752,JKJAN00164A,61304,East - 2
095A980ED,2510913773,JKJAN00172A,61304,East - 2
095A98102,2510913794,JKJAN00185B,61304,East - 2
095A98117,2510913815,JKJAN00187A,61304,East - 2
095A99006,2510917638,JKJAN00009A,61304,East - 2
095A9901B,2510917659,JKJAN00032A,61304,East - 2
095A99030,2510917680,JKJAN00049A,61304,East - 2
095A99045,2510917701,JKJAN00067A,61304,East - 2
095A99084,2510917764,JKJAN00110A,61304,East - 2
095A99099,2510917785,JKJAN00116A,61304,East - 2
