NR_Cell_Identity,NR_Cell_Identity_decimal,Cell_Site_Common_Name,TAC,AWS Region
066C92046,1724457030,RIRIC00185A,42110,East - 1
066C9205B,1724457051,RIRIC00187A,42110,East - 1
066C92085,1724457093,RIRIC00252A,42110,East - 1
066C9209A,1724457114,RIRIC00260A,42110,East - 1
066C920AF,1724457135,RIRIC00262A,42110,East - 1
066C92103,1724457219,RIRIC00475A,42110,East - 1
066C92118,1724457240,RIRIC00518A,42110,East - 1
066C93031,1724461105,RIRIC00178A,42110,East - 1
066C93046,1724461126,RIRIC00211A,42110,East - 1
066C9305B,1724461147,RIRIC00223A,42110,East - 1
066C93071,1724461169,RIRIC00226A,42110,East - 1
066C93085,1724461189,RIRIC00245A,42110,East - 1
066C9309A,1724461210,RIRIC00257A,42110,East - 1
066C930AF,1724461231,RIRIC00366A,42110,East - 1
066C930C4,1724461252,RIRIC00368A,42110,East - 1
066C930D9,1724461273,RIRIC00376A,42110,East - 1
066C930EE,1724461294,RIRIC00449A,42110,East - 1
066C89031,1724420145,RIRIC00106A,42120,East - 1
066C89046,1724420166,RIRIC00112A,42120,East - 1
066C8905B,1724420187,RIRIC00152A,42120,East - 1
066C89071,1724420209,RIRIC00191A,42120,East - 1
066C89085,1724420229,RIRIC00241A,42120,East - 1
066C8909A,1724420250,RIRIC00256A,42120,East - 1
066C890AF,1724420271,RIRIC00364A,42120,East - 1
066C890C4,1724420292,RIRIC00379A,42120,East - 1
066C890D9,1724420313,RIRIC00416A,42120,East - 1
066C890EE,1724420334,RIRIC00460A,42120,East - 1
066C89103,1724420355,RIRIC00574A,42120,East - 1
066C8A007,1724424199,RIRIC00066A,42120,East - 1
066C8A046,1724424262,RIRIC00160A,42120,East - 1
066C8A05B,1724424283,RIRIC00227A,42120,East - 1
066C8A071,1724424305,RIRIC00354A,42120,East - 1
066C8A085,1724424325,RIRIC00362A,42120,East - 1
066C8A09A,1724424346,RIRIC00365A,42120,East - 1
066C8A0AF,1724424367,RIRIC00451A,42120,East - 1
066C8A0C4,1724424388,RIRIC00469A,42120,East - 1
066C8A0D9,1724424409,RIRIC00486A,42120,East - 1
066C8A0EE,1724424430,RIRIC00497A,42120,East - 1
066C8A103,1724424451,RIRIC00558A,42120,East - 1
066C8B01C,1724428316,RIRIC00080B,42120,East - 1
066C8B046,1724428358,RIRIC00220B,42120,East - 1
066C8B071,1724428401,RIRIC00246A,42120,East - 1
066C8B085,1724428421,RIRIC00254A,42120,East - 1
066C8B09A,1724428442,RIRIC00263A,42120,East - 1
066C8B0AF,1724428463,RIRIC00306A,42120,East - 1
066C8B0EE,1724428526,RIRIC00473A,42120,East - 1
066C8B103,1724428547,RIRIC00489A,42120,East - 1
066CAB007,1724559367,RIRIC00195A,42120,East - 1
066CAB01C,1724559388,RIRIC00326A,42120,East - 1
066CAB031,1724559409,RIRIC00441A,42120,East - 1
066CAB046,1724559430,RIRIC00459A,42120,East - 1
066CAB071,1724559473,RIRIC00509A,42120,East - 1
066CAB085,1724559493,RIRIC00555A,42120,East - 1
066C95046,1724469318,RIRIC00173A,42130,East - 1
066C9505B,1724469339,RIRIC00196A,42130,East - 1
066C95071,1724469361,RIRIC00310A,42130,East - 1
066C95085,1724469381,RIRIC00317A,42130,East - 1
066C9509A,1724469402,RIRIC00377A,42130,East - 1
066C950C4,1724469444,RIRIC00482A,42130,East - 1
066C950D9,1724469465,RIRIC00495A,42130,East - 1
066C96046,1724473414,RIRIC00199A,42130,East - 1
066C9605B,1724473435,RIRIC00212A,42130,East - 1
066C96085,1724473477,RIRIC00221A,42130,East - 1
066C9609A,1724473498,RIRIC00238A,42130,East - 1
066C960AF,1724473519,RIRIC00312A,42130,East - 1
066C96103,1724473603,RIRIC00520A,42130,East - 1
066C97007,1724477447,RIRIC00109A,42130,East - 1
066C9701C,1724477468,RIRIC00179A,42130,East - 1
066C97031,1724477489,RIRIC00194A,42130,East - 1
066C97046,1724477510,RIRIC00233A,42130,East - 1
066C9705B,1724477531,RIRIC00234A,42130,East - 1
066C97071,1724477553,RIRIC00253A,42130,East - 1
066C97085,1724477573,RIRIC00261A,42130,East - 1
066C9709A,1724477594,RIRIC00323A,42130,East - 1
066C970AF,1724477615,RIRIC00427A,42130,East - 1
066C970C4,1724477636,RIRIC00450A,42130,East - 1
066C970D9,1724477657,RIRIC00474A,42130,East - 1
066C97118,1724477720,RIRIC00564A,42130,East - 1
066C98007,1724481543,RIRIC00100A,42130,East - 1
066C9801C,1724481564,RIRIC00158A,42130,East - 1
066C98031,1724481585,RIRIC00183A,42130,East - 1
066C98046,1724481606,RIRIC00259A,42130,East - 1
066C9805B,1724481627,RIRIC00296B,42130,East - 1
066C98071,1724481649,RIRIC00308A,42130,East - 1
066C98085,1724481669,RIRIC00322A,42130,East - 1
066C9809A,1724481690,RIRIC00363A,42130,East - 1
066C980AF,1724481711,RIRIC00415B,42130,East - 1
066C980C4,1724481732,RIRIC00513A,42130,East - 1
066C980D9,1724481753,RIRIC00524A,42130,East - 1
066C98103,1724481795,RIRIC00563A,42130,East - 1
066C99007,1724485639,RIRIC00053B,42130,East - 1
066C9A007,1724489735,RIRIC00028A,42130,East - 1
066C9A031,1724489777,RIRIC00088A,42130,East - 1
066C9A05B,1724489819,RIRIC00147A,42130,East - 1
066C9A085,1724489861,RIRIC00165A,42130,East - 1
066C9A09A,1724489882,RIRIC00168A,42130,East - 1
066C9A0C4,1724489924,RIRIC00213A,42130,East - 1
066C9A0EE,1724489966,RIRIC00297B,42130,East - 1
066C9C01C,1724497948,RIRIC00059B,42140,East - 1
066C9C046,1724497990,RIRIC00163A,42140,East - 1
066C9C071,1724498033,RIRIC00298B,42140,East - 1
066C9C0D9,1724498137,RIRIC00440A,42140,East - 1
066C9C0EE,1724498158,RIRIC00536A,42140,East - 1
066C9C12D,1724498221,RIRIC00562A,42140,East - 1
066C9D031,1724502065,RIRIC00047C,42140,East - 1
066C9D046,1724502086,RIRIC00056A,42140,East - 1
066C9D05B,1724502107,RIRIC00136A,42140,East - 1
066C9D071,1724502129,RIRIC00162A,42140,East - 1
066C9D085,1724502149,RIRIC00285A,42140,East - 1
066C9D09A,1724502170,RIRIC00320A,42140,East - 1
066C9D0D9,1724502233,RIRIC00414B,42140,East - 1
066C9D0EE,1724502254,RIRIC00464A,42140,East - 1
066C9D103,1724502275,RIRIC00467A,42140,East - 1
066C9E007,1724506119,RIRIC00045A,42140,East - 1
066C9E01C,1724506140,RIRIC00116A,42140,East - 1
066C9E046,1724506182,RIRIC00174A,42140,East - 1
066C9E05B,1724506203,RIRIC00214A,42140,East - 1
066C9E071,1724506225,RIRIC00278A,42140,East - 1
066C9E085,1724506245,RIRIC00280A,42140,East - 1
066C9E09A,1724506266,RIRIC00303B,42140,East - 1
