NR_Cell_Identity,NR_Cell_Identity_decimal,Cell_Site_Common_Name,TAC,AWS Region
0CFC3D086,3485716614,SDLAS00113C,85101,West - 2
0CFC3D09B,3485716635,SDLAS00202A,85101,West - 2
0CFC40008,3485728776,SDLAS00024C,85101,West - 2
0CFC4001D,3485728797,SDLAS00035B,85101,West - 2
0CFC40032,3485728818,SDLAS00037B,85101,West - 2
0CFC40047,3485728839,SDLAS00040A,85101,West - 2
0CFC4005C,3485728860,SDLAS00042B,85101,West - 2
0CFC4009B,3485728923,SDLAS00082B,85101,West - 2
0CFC400C5,3485728965,SDLAS00122C,85101,West - 2
0CFC41008,3485732872,SDLAS00007B,85101,West - 2
0CFC4101D,3485732893,SDLAS00008D,85101,West - 2
0CFC41032,3485732914,SDLAS00027A,85101,West - 2
0CFC41047,3485732935,SDLAS00052B,85101,West - 2
0CFC4105C,3485732956,SDLAS00056B,85101,West - 2
0CFC41086,3485732998,SDLAS00116A,85101,West - 2
0CFC4109B,3485733019,SDLAS00125C,85101,West - 2
0CFC44008,3485745160,SDLAS00001D,85101,West - 2
0CFC4401D,3485745181,SDLAS00003A,85101,West - 2
0CFC44032,3485745202,SDLAS00010B,85101,West - 2
0CFC44047,3485745223,SDLAS00014A,85101,West - 2
0CFC4405C,3485745244,SDLAS00083C,85101,West - 2
0CFC44086,3485745286,SDLAS00121B,85101,West - 2
0CFC4409B,3485745307,SDLAS00168A,85101,West - 2
0CFC440C5,3485745349,SDLAS00231A,85101,West - 2
0CFC3E008,3485720584,SDLAS00005C,85102,West - 2
0CFC3E01D,3485720605,SDLAS00030B,85102,West - 2
0CFC3E032,3485720626,SDLAS00043B,85102,West - 2
0CFC3E047,3485720647,SDLAS00048A,85102,West - 2
0CFC3E05C,3485720668,SDLAS00054B,85102,West - 2
0CFC3E086,3485720710,SDLAS00077A,85102,West - 2
0CFC3E09B,3485720731,SDLAS00228A,85102,West - 2
0CFC3F008,3485724680,SDLAS00018B,85102,West - 2
0CFC3F01D,3485724701,SDLAS00026A,85102,West - 2
0CFC3F032,3485724722,SDLAS00044A,85102,West - 2
0CFC3F047,3485724743,SDLAS00051A,85102,West - 2
0CFC3F05C,3485724764,SDLAS00085B,85102,West - 2
0CFC3F086,3485724806,SDLAS00112B,85102,West - 2
0CFC3F09B,3485724827,SDLAS00118B,85102,West - 2
0CFC3F0C5,3485724869,SDLAS00123B,85102,West - 2
0CFC42008,3485736968,SDLAS00019C,85102,West - 2
0CFC42032,3485737010,SDLAS00075A,85102,West - 2
0CFC42047,3485737031,SDLAS00128B,85102,West - 2
0CFC4209B,3485737115,SDLAS00178T,85102,West - 2
0CFC420C5,3485737157,SDLAS00235A,85102,West - 2
0CFC43008,3485741064,SDLAS00004C,85102,West - 2
0CFC4301D,3485741085,SDLAS00074B,85102,West - 2
0CFC43032,3485741106,SDLAS00080B,85102,West - 2
0CFC43047,3485741127,SDLAS00087B,85102,West - 2
0CFC4305C,3485741148,SDLAS00106B,85102,West - 2
0CFC43086,3485741190,SDLAS00129B,85102,West - 2
0CFC4309B,3485741211,SDLAS00222A,85102,West - 2
0CFC430C5,3485741253,SDLAS00210B,85102,West - 2
0CFC45008,3485749256,SDLAS00011A,85102,West - 2
0CFC4501D,3485749277,SDLAS00016B,85102,West - 2
0CFC45032,3485749298,SDLAS00020B,85102,West - 2
0CFC45047,3485749319,SDLAS00021A,85102,West - 2
0CFC4505C,3485749340,SDLAS00029A,85102,West - 2
0CFC45086,3485749382,SDLAS00067B,85102,West - 2
0CFC4509B,3485749403,SDLAS00079B,85102,West - 2
0CFC450C5,3485749445,SDLAS00224A,85102,West - 2
0CFC450DA,3485749466,SDLAS00038B,85102,West - 2
0CFC46008,3485753352,SDLAS00009A,85102,West - 2
0CFC4601D,3485753373,SDLAS00034C,85102,West - 2
0CFC46032,3485753394,SDLAS00058B,85102,West - 2
0CFC46047,3485753415,SDLAS00090B,85102,West - 2
0CFC46086,3485753478,SDLAS00100B,85102,West - 2
0CFC4609B,3485753499,SDLAS00133B,85102,West - 2
0CFC47008,3485757448,SDLAS00023A,85102,West - 2
0CFC4701D,3485757469,SDLAS00025B,85102,West - 2
0CFC47032,3485757490,SDLAS00047C,85102,West - 2
0CFC47047,3485757511,SDLAS00105B,85102,West - 2
0CFC4705C,3485757532,SDLAS00115C,85102,West - 2
0CFC47086,3485757574,SDLAS00127B,85102,West - 2
0CFC4709B,3485757595,SDLAS00150B,85102,West - 2
0CFC470C5,3485757637,SDLAS00233A,85102,West - 2
0CFC48008,3485761544,SDLAS00006B,85102,West - 2
0CFC4801D,3485761565,SDLAS00012B,85102,West - 2
0CFC48032,3485761586,SDLAS00013A,85102,West - 2
0CFC48047,3485761607,SDLAS00041B,85102,West - 2
0CFC4805C,3485761628,SDLAS00111B,85102,West - 2
0CFC4809B,3485761691,SDLAS00132B,85102,West - 2
0CFC480C5,3485761733,SDLAS00172A,85102,West - 2
0CFC49008,3485765640,SDLAS00022B,85102,West - 2
0CFC4901D,3485765661,SDLAS00036B,85102,West - 2
0CFC49032,3485765682,SDLAS00092B,85102,West - 2
0CFC49047,3485765703,SDLAS00095B,85102,West - 2
0CFC4905C,3485765724,SDLAS00096B,85102,West - 2
0CFC49086,3485765766,SDLAS00108B,85102,West - 2
0CFC4909B,3485765787,SDLAS00144A,85102,West - 2
0CFC490C5,3485765829,SDLAS00151A,85102,West - 2
0CD58D008,3445149704,SLBOI00002B,84110,West - 2
0CD58D01D,3445149725,SLBOI00005A,84110,West - 2
0CD58D047,3445149767,SLBOI00011A,84110,West - 2
0CD58D05C,3445149788,SLBOI00012A,84110,West - 2
0CD58D086,3445149830,SLBOI00015A,84110,West - 2
0CD58D09B,3445149851,SLBOI00021A,84110,West - 2
0CD58D0C5,3445149893,SLBOI00027A,84110,West - 2
0CD58D0DA,3445149914,SLBOI00028A,84110,West - 2
0CD58D0EF,3445149935,SLBOI00031A,84110,West - 2
0CD58E01D,3445153821,SLBOI00004A,84110,West - 2
0CD58E032,3445153842,SLBOI00010A,84110,West - 2
0CD58E047,3445153863,SLBOI00013A,84110,West - 2
0CD58E086,3445153926,SLBOI00024A,84110,West - 2
0CD58E0C5,3445153989,SLBOI00035A,84110,West - 2
0CD58E104,3445154052,SLBOI00040A,84110,West - 2
0CD58F047,3445157959,SLBOI00009A,84110,West - 2
0CD58F086,3445158022,SLBOI00018A,84110,West - 2
0CD58F09B,3445158043,SLBOI00022A,84110,West - 2
0CECFD008,3469725704,SLSLC00059A,84710,West - 2
0CECFD01D,3469725725,SLSLC00081A,84710,West - 2
0CECFD047,3469725767,SLSLC00099A,84710,West - 2
0CECFD05C,3469725788,SLSLC00100A,84710,West - 2
0CECFD086,3469725830,SLSLC00117A,84710,West - 2
0CECFD09B,3469725851,SLSLC00143A,84710,West - 2
0CECFD0C5,3469725893,SLSLC00154B,84710,West - 2
0CECFD0DA,3469725914,SLSLC00160A,84710,West - 2
0CECFE01D,3469729821,SLSLC00068A,84710,West - 2
0CECFE047,3469729863,SLSLC00075A,84710,West - 2
0CECFE05C,3469729884,SLSLC00090A,84710,West - 2
0CECFE09B,3469729947,SLSLC00116A,84710,West - 2
0CECFE0C5,3469729989,SLSLC00125A,84710,West - 2
0CECFE0DA,3469730010,SLSLC00126A,84710,West - 2
0CECFE104,3469730052,SLSLC00129A,84710,West - 2
0CECFE119,3469730073,SLSLC00145A,84710,West - 2
0CECFE12E,3469730094,SLSLC00161A,84710,West - 2
0CECFF01D,3469733917,SLSLC00076B,84710,West - 2
0CECFF032,3469733938,SLSLC00103C,84710,West - 2
0CECFF047,3469733959,SLSLC00112A,84710,West - 2
0CECFF05C,3469733980,SLSLC00121A,84710,West - 2
0CECFF086,3469734022,SLSLC00146A,84710,West - 2
0CECFF09B,3469734043,SLSLC00147B,84710,West - 2
0CECFF0C5,3469734085,SLSLC00155A,84710,West - 2
0CECFF0EF,3469734127,SLSLC00158D,84710,West - 2
0CED00008,3469737992,SLSLC00002A,84710,West - 2
0CED00032,3469738034,SLSLC00024A,84710,West - 2
0CED0005C,3469738076,SLSLC00058A,84710,West - 2
0CED00086,3469738118,SLSLC00105A,84710,West - 2
0CED000DA,3469738202,SLSLC00130A,84710,West - 2
0CED000EF,3469738223,SLSLC00149C,84710,West - 2
0CED00104,3469738244,SLSLC00150A,84710,West - 2
0CED00119,3469738265,SLSLC00156A,84710,West - 2
0CED01008,3469742088,SLSLC00060A,84710,West - 2
0CED0101D,3469742109,SLSLC00061A,84710,West - 2
0CED01032,3469742130,SLSLC00064A,84710,West - 2
0CED01047,3469742151,SLSLC00077A,84710,West - 2
0CED0105C,3469742172,SLSLC00078A,84710,West - 2
0CED01086,3469742214,SLSLC00097A,84710,West - 2
0CED0109B,3469742235,SLSLC00106A,84710,West - 2
0CED010C5,3469742277,SLSLC00119A,84710,West - 2
0CED010EF,3469742319,SLSLC00132A,84710,West - 2
0CED01104,3469742340,SLSLC00135A,84710,West - 2
0CED01119,3469742361,SLSLC00151A,84710,West - 2
0CED0112E,3469742382,SLSLC00152A,84710,West - 2
0CED01143,3469742403,SLSLC00153A,84710,West - 2
0CED6601D,3470155805,SLSLC00023A,84720,West - 2
0CED66032,3470155826,SLSLC00072B,84720,West - 2
0CED6605C,3470155868,SLSLC00098A,84720,West - 2
0CED66086,3470155910,SLSLC00107A,84720,West - 2
0CED660C5,3470155973,SLSLC00118A,84720,West - 2
0CED660DA,3470155994,SLSLC00124A,84720,West - 2
0CED660EF,3470156015,SLSLC00134A,84720,West - 2
0CED66104,3470156036,SLSLC00136A,84720,West - 2
0CED66119,3470156057,SLSLC00137A,84720,West - 2
0CED6612E,3470156078,SLSLC00140A,84720,West - 2
0CED66143,3470156099,SLSLC00141B,84720,West - 2
0CED66158,3470156120,SLSLC00142A,84720,West - 2
0CED67008,3470159880,SLSLC00063A,84720,West - 2
0CED67086,3470160006,SLSLC00111A,84720,West - 2
0CED670C5,3470160069,SLSLC00138B,84720,West - 2
0CED670DA,3470160090,SLSLC00139A,84720,West - 2
