NR_Cell_Identity,NR_Cell_Identity_decimal,Cell_Site_Common_Name,TAC,AWS Region
07CC18047,2093056071,ATABY00014A,51100,East - 1
07CC1805C,2093056092,ATABY00022A,51100,East - 1
07CC18086,2093056134,ATABY00029A,51100,East - 1
07CC1809B,2093056155,ATABY00031B,51100,East - 1
07CC180C5,2093056197,ATABY00041A,51100,East - 1
07CC180DA,2093056218,ATABY00042A,51100,East - 1
07CC180EF,2093056239,ATABY00048B,51100,East - 1
07CC19008,2093060104,ATABY00003A,51100,East - 1
07CC1901D,2093060125,ATABY00009A,51100,East - 1
07CC19032,2093060146,ATABY00010A,51100,East - 1
07CC19047,2093060167,ATABY00017A,51100,East - 1
07CC1905C,2093060188,ATABY00018A,51100,East - 1
07CC19086,2093060230,ATABY00027A,51100,East - 1
07CC1909B,2093060251,ATABY00030A,51100,East - 1
07CC190C5,2093060293,ATABY00034A,51100,East - 1
07CC190DA,2093060314,ATABY00035A,51100,East - 1
07CC190EF,2093060335,ATABY00039A,51100,East - 1
07CC19104,2093060356,ATABY00051A,51100,East - 1
04EDBD008,1323028488,BOBDL00155A,32301,East - 1
04EDBD01D,1323028509,BOBDL00157A,32301,East - 1
04EDBD05C,1323028572,BOBDL00164A,32301,East - 1
04EDBD09B,1323028635,BOBDL00175A,32301,East - 1
04EDBD0DA,1323028698,BOBDL00194A,32301,East - 1
04EDBD119,1323028761,BOBDL00203A,32301,East - 1
04EDBD12E,1323028782,BOBDL00205A,32301,East - 1
04EDBD143,1323028803,BOBDL00207A,32301,East - 1
04EDBE008,1323032584,BOBDL00093A,32301,East - 1
04EDBE086,1323032710,BOBDL00177A,32301,East - 1
04EDBE0C5,1323032773,BOBDL00183A,32301,East - 1
04EDBE119,1323032857,BOBDL00201A,32301,East - 1
04EDBE158,1323032920,BOBDL00216B,32301,East - 1
04EDBF008,1323036680,BOBDL00125A,32301,East - 1
04EDBF01D,1323036701,BOBDL00156A,32301,East - 1
04EDBF032,1323036722,BOBDL00161A,32301,East - 1
04EDBF05C,1323036764,BOBDL00170B,32301,East - 1
04EDBF086,1323036806,BOBDL00184A,32301,East - 1
04EDBF09B,1323036827,BOBDL00189A,32301,East - 1
04EDBF0C5,1323036869,BOBDL00193A,32301,East - 1
04EDBF104,1323036932,BOBDL00202A,32301,East - 1
04EDBF143,1323036995,BOBDL00212A,32301,East - 1
04EDBF158,1323037016,BOBDL00215B,32301,East - 1
04EDC0008,1323040776,BOBDL00103A,32301,East - 1
04EDC0032,1323040818,BOBDL00140A,32301,East - 1
04EDC00DA,1323040986,BOBDL00182A,32301,East - 1
04EDC0104,1323041028,BOBDL00190A,32301,East - 1
04EDC0119,1323041049,BOBDL00198B,32301,East - 1
04EDC012E,1323041070,BOBDL00208A,32301,East - 1
04EDC0158,1323041112,BOBDL00214A,32301,East - 1
04EDC3008,1323053064,BOBDL00021A,32301,East - 1
04EDC301D,1323053085,BOBDL00027A,32301,East - 1
04EDC3047,1323053127,BOBDL00036A,32301,East - 1
04EDC3086,1323053190,BOBDL00049A,32301,East - 1
04EDC309B,1323053211,BOBDL00069A,32301,East - 1
04EDC30DA,1323053274,BOBDL00100A,32301,East - 1
07DBB9008,2109444104,ATBHM00072A,51501,East - 1
07DBB901D,2109444125,ATBHM00105A,51501,East - 1
07DBB9032,2109444146,ATBHM00110A,51501,East - 1
07DBB905C,2109444188,ATBHM00250A,51501,East - 1
07DBB9086,2109444230,ATBHM00318A,51501,East - 1
07DBB90C5,2109444293,ATBHM00487A,51501,East - 1
07DBBA008,2109448200,ATBHM00065A,51501,East - 1
07DBBA01D,2109448221,ATBHM00070A,51501,East - 1
07DBBA032,2109448242,ATBHM00071A,51501,East - 1
07DBBA047,2109448263,ATBHM00078A,51501,East - 1
07DBBA09B,2109448347,ATBHM00149A,51501,East - 1
07DBBA0C5,2109448389,ATBHM00392A,51501,East - 1
07DBBA0EF,2109448431,ATBHM00441A,51501,East - 1
07DBBA104,2109448452,ATBHM00442A,51501,East - 1
07DBBB01D,2109452317,ATBHM00066A,51501,East - 1
07DBBB047,2109452359,ATBHM00126A,51501,East - 1
07DBBB05C,2109452380,ATBHM00275A,51501,East - 1
07DBBB086,2109452422,ATBHM00390A,51501,East - 1
07DBBB09B,2109452443,ATBHM00391A,51501,East - 1
07DBBB0C5,2109452485,ATBHM00468A,51501,East - 1
07DBBB0DA,2109452506,ATBHM00469A,51501,East - 1
04EDBA032,1323016242,BOBDL00023A,32302,East - 1
04EDBA047,1323016263,BOBDL00025A,32302,East - 1
04EDBA05C,1323016284,BOBDL00026A,32302,East - 1
04EDBA09B,1323016347,BOBDL00071A,32302,East - 1
04EDBA0C5,1323016389,BOBDL00085A,32302,East - 1
04EDBA0DA,1323016410,BOBDL00086A,32302,East - 1
04EDBA104,1323016452,BOBDL00109A,32302,East - 1
04EDBA158,1323016536,BOBDL00152B,32302,East - 1
04EDBB01D,1323020317,BOBDL00035A,32302,East - 1
04EDBB032,1323020338,BOBDL00038A,32302,East - 1
04EDBB047,1323020359,BOBDL00039A,32302,East - 1
04EDBB05C,1323020380,BOBDL00057A,32302,East - 1
04EDBB0C5,1323020485,BOBDL00087A,32302,East - 1
04EDBB0EF,1323020527,BOBDL00121A,32302,East - 1
04EDBC01D,1323024413,BOBDL00022B,32302,East - 1
04EDBC05C,1323024476,BOBDL00062A,32302,East - 1
04EDBC119,1323024665,BOBDL00126A,32302,East - 1
04EDC1047,1323044935,BOBDL00032B,32302,East - 1
04EDC105C,1323044956,BOBDL00044A,32302,East - 1
04EDC109B,1323045019,BOBDL00078A,32302,East - 1
04EDC205C,1323049052,BOBDL00015A,32302,East - 1
04EDC2086,1323049094,BOBDL00019A,32302,East - 1
04EDC20DA,1323049178,BOBDL00066A,32302,East - 1
04EDC20EF,1323049199,BOBDL00072A,32302,East - 1
04EDC501D,1323061277,BOBDL00010A,32302,East - 1
04EDC505C,1323061340,BOBDL00050A,32302,East - 1
04EDC5086,1323061382,BOBDL00064A,32302,East - 1
04EDC509B,1323061403,BOBDL00076A,32302,East - 1
04EDC50EF,1323061487,BOBDL00104A,32302,East - 1
07DBBC008,2109456392,ATBHM00004A,51502,East - 1
07DBBC01D,2109456413,ATBHM00017A,51502,East - 1
07DBBC047,2109456455,ATBHM00091B,51502,East - 1
07DBBC05C,2109456476,ATBHM00156A,51502,East - 1
07DBBC086,2109456518,ATBHM00197A,51502,East - 1
07DBBC09B,2109456539,ATBHM00198A,51502,East - 1
07DBBC0C5,2109456581,ATBHM00252A,51502,East - 1
07DBBC0DA,2109456602,ATBHM00260A,51502,East - 1
07DBBC0EF,2109456623,ATBHM00266B,51502,East - 1
07DBBC104,2109456644,ATBHM00385A,51502,East - 1
07DBBC119,2109456665,ATBHM00386A,51502,East - 1
07DBBC12E,2109456686,ATBHM00394B,51502,East - 1
07DBBC158,2109456728,ATBHM00460A,51502,East - 1
07DBBD008,2109460488,ATBHM00012A,51502,East - 1
07DBBD01D,2109460509,ATBHM00013A,51502,East - 1
07DBBD032,2109460530,ATBHM00020A,51502,East - 1
07DBBD047,2109460551,ATBHM00045A,51502,East - 1
07DBBD05C,2109460572,ATBHM00061A,51502,East - 1
07DBBD09B,2109460635,ATBHM00199A,51502,East - 1
07DBBD0DA,2109460698,ATBHM00226A,51502,East - 1
07DBBD104,2109460740,ATBHM00244A,51502,East - 1
07DBBD12E,2109460782,ATBHM00311A,51502,East - 1
07DBBD143,2109460803,ATBHM00387A,51502,East - 1
07DBBD158,2109460824,ATBHM00461A,51502,East - 1
07DBBE008,2109464584,ATBHM00032A,51502,East - 1
07DBBE01D,2109464605,ATBHM00064B,51502,East - 1
07DBBE032,2109464626,ATBHM00077A,51502,East - 1
07DBBE047,2109464647,ATBHM00131A,51502,East - 1
07DBBE086,2109464710,ATBHM00258A,51502,East - 1
07DBBE09B,2109464731,ATBHM00259A,51502,East - 1
07DBBE0C5,2109464773,ATBHM00408A,51502,East - 1
07DBBE0EF,2109464815,ATBHM00451A,51502,East - 1
07DBBE104,2109464836,ATBHM00458A,51502,East - 1
07DBBF008,2109468680,ATBHM00025A,51502,East - 1
07DBBF01D,2109468701,ATBHM00030A,51502,East - 1
07DBBF05C,2109468764,ATBHM00079A,51502,East - 1
07DBBF09B,2109468827,ATBHM00195A,51502,East - 1
07DBBF0C5,2109468869,ATBHM00213A,51502,East - 1
07DBBF0EF,2109468911,ATBHM00257A,51502,East - 1
07DBBF119,2109468953,ATBHM00393A,51502,East - 1
07DBBF143,2109468995,ATBHM00425A,51502,East - 1
07DBBF158,2109469016,ATBHM00435A,51502,East - 1
07DBC0008,2109472776,ATBHM00003A,51502,East - 1
07DBC0032,2109472818,ATBHM00014A,51502,East - 1
07DBC0047,2109472839,ATBHM00016A,51502,East - 1
07DBC005C,2109472860,ATBHM00033A,51502,East - 1
07DBC0086,2109472902,ATBHM00228A,51502,East - 1
07DBC009B,2109472923,ATBHM00254A,51502,East - 1
07DBC00C5,2109472965,ATBHM00310A,51502,East - 1
07DBC00DA,2109472986,ATBHM00427A,51502,East - 1
07DBC00EF,2109473007,ATBHM00429A,51502,East - 1
07DBC0104,2109473028,ATBHM00455B,51502,East - 1
07DBC0119,2109473049,ATBHM00485A,51502,East - 1
07DBC1008,2109476872,ATBHM00015A,51502,East - 1
07DBC101D,2109476893,ATBHM00018A,51502,East - 1
07DBC1047,2109476935,ATBHM00130A,51502,East - 1
07DBC105C,2109476956,ATBHM00200A,51502,East - 1
07DBC1086,2109476998,ATBHM00227A,51502,East - 1
07DBC109B,2109477019,ATBHM00233A,51502,East - 1
07DBC10DA,2109477082,ATBHM00286B,51502,East - 1
07DBC10EF,2109477103,ATBHM00324B,51502,East - 1
07DBC1104,2109477124,ATBHM00450A,51502,East - 1
04EDB9008,1323012104,BOBDL00014B,32303,East - 1
04EDB905C,1323012188,BOBDL00034A,32303,East - 1
04EDB9086,1323012230,BOBDL00053A,32303,East - 1
04EDB909B,1323012251,BOBDL00056A,32303,East - 1
04EDB90C5,1323012293,BOBDL00077A,32303,East - 1
04EDB90DA,1323012314,BOBDL00090A,32303,East - 1
04EDB90EF,1323012335,BOBDL00091A,32303,East - 1
04EDB9104,1323012356,BOBDL00094A,32303,East - 1
04EDB9143,1323012419,BOBDL00136A,32303,East - 1
04EDB9158,1323012440,BOBDL00217A,32303,East - 1
04EDC4008,1323057160,BOBDL00018A,32303,East - 1
04EDC401D,1323057181,BOBDL00028A,32303,East - 1
04EDC4047,1323057223,BOBDL00041A,32303,East - 1
04EDC405C,1323057244,BOBDL00052A,32303,East - 1
04EDC4086,1323057286,BOBDL00055A,32303,East - 1
04EDC409B,1323057307,BOBDL00074A,32303,East - 1
04EDC40C5,1323057349,BOBDL00089A,32303,East - 1
04EDC40DA,1323057370,BOBDL00096A,32303,East - 1
04EDC4143,1323057475,BOBDL00138A,32303,East - 1
07DBC901D,2109509661,ATBHM00147A,51504,East - 1
07DBC9032,2109509682,ATBHM00148A,51504,East - 1
07DBC905C,2109509724,ATBHM00255A,51504,East - 1
07DBC9086,2109509766,ATBHM00270A,51504,East - 1
07DBC90C5,2109509829,ATBHM00411A,51504,East - 1
07DBCA008,2109513736,ATBHM00002A,51504,East - 1
07DBCA01D,2109513757,ATBHM00093A,51504,East - 1
07DBCA032,2109513778,ATBHM00102A,51504,East - 1
07DBCA047,2109513799,ATBHM00143A,51504,East - 1
07DBCA05C,2109513820,ATBHM00145A,51504,East - 1
07DBCA086,2109513862,ATBHM00206A,51504,East - 1
07DBCA09B,2109513883,ATBHM00207A,51504,East - 1
07DBCA0DA,2109513946,ATBHM00271A,51504,East - 1
07DBCA0EF,2109513967,ATBHM00412A,51504,East - 1
07DBCA119,2109514009,ATBHM00453A,51504,East - 1
07DBCB01D,2109517853,ATBHM00039A,51504,East - 1
07DBCB032,2109517874,ATBHM00060A,51504,East - 1
07DBCB05C,2109517916,ATBHM00094A,51504,East - 1
07DBCB086,2109517958,ATBHM00144B,51504,East - 1
07DBCB09B,2109517979,ATBHM00146A,51504,East - 1
07DBCB0C5,2109518021,ATBHM00205A,51504,East - 1
07DBCB0DA,2109518042,ATBHM00263A,51504,East - 1
07DBCB104,2109518084,ATBHM00379A,51504,East - 1
07DBCB119,2109518105,ATBHM00401A,51504,East - 1
07DBC401D,2109489181,ATBHM00044A,51505,East - 1
07DBC4032,2109489202,ATBHM00083A,51505,East - 1
07DBC4047,2109489223,ATBHM00111A,51505,East - 1
07DBC4086,2109489286,ATBHM00261A,51505,East - 1
07DBC409B,2109489307,ATBHM00303A,51505,East - 1
07DBC40C5,2109489349,ATBHM00380A,51505,East - 1
07DBC40DA,2109489370,ATBHM00402A,51505,East - 1
07DBC40EF,2109489391,ATBHM00405A,51505,East - 1
07DBC4104,2109489412,ATBHM00420A,51505,East - 1
07DBC4119,2109489433,ATBHM00421A,51505,East - 1
07DBC412E,2109489454,ATBHM00423A,51505,East - 1
07DBC4143,2109489475,ATBHM00436A,51505,East - 1
07DBC4158,2109489496,ATBHM00482B,51505,East - 1
07DBC501D,2109493277,ATBHM00059A,51505,East - 1
07DBC5047,2109493319,ATBHM00253A,51505,East - 1
07DBC505C,2109493340,ATBHM00304B,51505,East - 1
07DBC5086,2109493382,ATBHM00307A,51505,East - 1
07DBC509B,2109493403,ATBHM00431A,51505,East - 1
07DBC6008,2109497352,ATBHM00034A,51505,East - 1
07DBC601D,2109497373,ATBHM00088A,51505,East - 1
07DBC6032,2109497394,ATBHM00095A,51505,East - 1
07DBC609B,2109497499,ATBHM00403A,51505,East - 1
07DBC60C5,2109497541,ATBHM00475A,51505,East - 1
07DBC7008,2109501448,ATBHM00029A,51505,East - 1
07DBC701D,2109501469,ATBHM00046A,51505,East - 1
07DBC7047,2109501511,ATBHM00098A,51505,East - 1
07DBC705C,2109501532,ATBHM00109A,51505,East - 1
07DBC709B,2109501595,ATBHM00378A,51505,East - 1
07DBC70C5,2109501637,ATBHM00400A,51505,East - 1
07DBC70DA,2109501658,ATBHM00459A,51505,East - 1
07DBC70EF,2109501679,ATBHM00462A,51505,East - 1
07DBC8008,2109505544,ATBHM00001A,51505,East - 1
07DBC801D,2109505565,ATBHM00024A,51505,East - 1
07DBC8047,2109505607,ATBHM00052A,51505,East - 1
07DBC8086,2109505670,ATBHM00142A,51505,East - 1
07DBC809B,2109505691,ATBHM00162A,51505,East - 1
07DBC80C5,2109505733,ATBHM00240A,51505,East - 1
07DBC80EF,2109505775,ATBHM00415A,51505,East - 1
07DBC8104,2109505796,ATBHM00454A,51505,East - 1
07DBD609B,2109563035,ATBHM00357A,51508,East - 1
066C92047,1724457031,RIRIC00185A,42110,East - 1
066C9205C,1724457052,RIRIC00187A,42110,East - 1
066C92086,1724457094,RIRIC00252A,42110,East - 1
066C9209B,1724457115,RIRIC00260A,42110,East - 1
066C92104,1724457220,RIRIC00475A,42110,East - 1
066C92119,1724457241,RIRIC00518A,42110,East - 1
066C93032,1724461106,RIRIC00178A,42110,East - 1
066C93047,1724461127,RIRIC00211A,42110,East - 1
066C9305C,1724461148,RIRIC00223A,42110,East - 1
066C93086,1724461190,RIRIC00245A,42110,East - 1
066C9309B,1724461211,RIRIC00257A,42110,East - 1
066C930C5,1724461253,RIRIC00368A,42110,East - 1
066C930DA,1724461274,RIRIC00376A,42110,East - 1
066C930EF,1724461295,RIRIC00449A,42110,East - 1
066C89032,1724420146,RIRIC00106A,42120,East - 1
066C89047,1724420167,RIRIC00112A,42120,East - 1
066C8905C,1724420188,RIRIC00152A,42120,East - 1
066C89086,1724420230,RIRIC00241A,42120,East - 1
066C8909B,1724420251,RIRIC00256A,42120,East - 1
066C890C5,1724420293,RIRIC00379A,42120,East - 1
066C890DA,1724420314,RIRIC00416A,42120,East - 1
066C890EF,1724420335,RIRIC00460A,42120,East - 1
066C89104,1724420356,RIRIC00574A,42120,East - 1
066C8A008,1724424200,RIRIC00066A,42120,East - 1
066C8A047,1724424263,RIRIC00160A,42120,East - 1
066C8A05C,1724424284,RIRIC00227A,42120,East - 1
066C8A086,1724424326,RIRIC00362A,42120,East - 1
066C8A09B,1724424347,RIRIC00365A,42120,East - 1
066C8A0C5,1724424389,RIRIC00469A,42120,East - 1
066C8A0DA,1724424410,RIRIC00486A,42120,East - 1
066C8A0EF,1724424431,RIRIC00497A,42120,East - 1
066C8A104,1724424452,RIRIC00558A,42120,East - 1
066C8B01D,1724428317,RIRIC00080B,42120,East - 1
066C8B047,1724428359,RIRIC00220B,42120,East - 1
066C8B086,1724428422,RIRIC00254A,42120,East - 1
066C8B09B,1724428443,RIRIC00263A,42120,East - 1
066C8B0EF,1724428527,RIRIC00473A,42120,East - 1
066C8B104,1724428548,RIRIC00489A,42120,East - 1
066CAB008,1724559368,RIRIC00195A,42120,East - 1
066CAB01D,1724559389,RIRIC00326A,42120,East - 1
066CAB032,1724559410,RIRIC00441A,42120,East - 1
066CAB047,1724559431,RIRIC00459A,42120,East - 1
066CAB086,1724559494,RIRIC00555A,42120,East - 1
066C95047,1724469319,RIRIC00173A,42130,East - 1
066C9505C,1724469340,RIRIC00196A,42130,East - 1
066C95086,1724469382,RIRIC00317A,42130,East - 1
066C9509B,1724469403,RIRIC00377A,42130,East - 1
066C950C5,1724469445,RIRIC00482A,42130,East - 1
066C950DA,1724469466,RIRIC00495A,42130,East - 1
066C96047,1724473415,RIRIC00199A,42130,East - 1
066C9605C,1724473436,RIRIC00212A,42130,East - 1
066C96086,1724473478,RIRIC00221A,42130,East - 1
066C9609B,1724473499,RIRIC00238A,42130,East - 1
066C96104,1724473604,RIRIC00520A,42130,East - 1
066C97008,1724477448,RIRIC00109A,42130,East - 1
066C9701D,1724477469,RIRIC00179A,42130,East - 1
066C97032,1724477490,RIRIC00194A,42130,East - 1
066C97047,1724477511,RIRIC00233A,42130,East - 1
066C9705C,1724477532,RIRIC00234A,42130,East - 1
066C97086,1724477574,RIRIC00261A,42130,East - 1
066C9709B,1724477595,RIRIC00323A,42130,East - 1
066C970C5,1724477637,RIRIC00450A,42130,East - 1
066C970DA,1724477658,RIRIC00474A,42130,East - 1
066C97119,1724477721,RIRIC00564A,42130,East - 1
066C98008,1724481544,RIRIC00100A,42130,East - 1
066C9801D,1724481565,RIRIC00158A,42130,East - 1
066C98032,1724481586,RIRIC00183A,42130,East - 1
066C98047,1724481607,RIRIC00259A,42130,East - 1
066C9805C,1724481628,RIRIC00296B,42130,East - 1
066C98086,1724481670,RIRIC00322A,42130,East - 1
066C9809B,1724481691,RIRIC00363A,42130,East - 1
066C980C5,1724481733,RIRIC00513A,42130,East - 1
066C980DA,1724481754,RIRIC00524A,42130,East - 1
066C98104,1724481796,RIRIC00563A,42130,East - 1
066C99008,1724485640,RIRIC00053B,42130,East - 1
066C9A008,1724489736,RIRIC00028A,42130,East - 1
066C9A032,1724489778,RIRIC00088A,42130,East - 1
066C9A05C,1724489820,RIRIC00147A,42130,East - 1
066C9A086,1724489862,RIRIC00165A,42130,East - 1
066C9A09B,1724489883,RIRIC00168A,42130,East - 1
066C9A0C5,1724489925,RIRIC00213A,42130,East - 1
066C9A0EF,1724489967,RIRIC00297B,42130,East - 1
066C9C01D,1724497949,RIRIC00059B,42140,East - 1
066C9C047,1724497991,RIRIC00163A,42140,East - 1
066C9C0DA,1724498138,RIRIC00440A,42140,East - 1
066C9C0EF,1724498159,RIRIC00536A,42140,East - 1
066C9C12E,1724498222,RIRIC00562A,42140,East - 1
066C9D032,1724502066,RIRIC00047C,42140,East - 1
066C9D047,1724502087,RIRIC00056A,42140,East - 1
066C9D05C,1724502108,RIRIC00136A,42140,East - 1
066C9D086,1724502150,RIRIC00285A,42140,East - 1
066C9D09B,1724502171,RIRIC00320A,42140,East - 1
066C9D0DA,1724502234,RIRIC00414B,42140,East - 1
066C9D0EF,1724502255,RIRIC00464A,42140,East - 1
066C9D104,1724502276,RIRIC00467A,42140,East - 1
066C9E008,1724506120,RIRIC00045A,42140,East - 1
066C9E01D,1724506141,RIRIC00116A,42140,East - 1
066C9E047,1724506183,RIRIC00174A,42140,East - 1
066C9E05C,1724506204,RIRIC00214A,42140,East - 1
066C9E086,1724506246,RIRIC00280A,42140,East - 1
066C9E09B,1724506267,RIRIC00303B,42140,East - 1
066C9E0C5,1724506309,RIRIC00402B,42140,East - 1
066C9E0DA,1724506330,RIRIC00436A,42140,East - 1
066C9E0EF,1724506351,RIRIC00529A,42140,East - 1
066C9E119,1724506393,RIRIC00575A,42140,East - 1
066C9F01D,1724510237,RIRIC00099A,42140,East - 1
066C9F032,1724510258,RIRIC00114A,42140,East - 1
066C9F086,1724510342,RIRIC00267A,42140,East - 1
066C9F09B,1724510363,RIRIC00273B,42140,East - 1
066C9F0C5,1724510405,RIRIC00410A,42140,East - 1
066C9F0DA,1724510426,RIRIC00471A,42140,East - 1
066C9F0EF,1724510447,RIRIC00479A,42140,East - 1
066C9F104,1724510468,RIRIC00491A,42140,East - 1
066C9F119,1724510489,RIRIC00539A,42140,East - 1
066CA001D,1724514333,RIRIC00013A,42140,East - 1
066CA0047,1724514375,RIRIC00089A,42140,East - 1
066CA005C,1724514396,RIRIC00144A,42140,East - 1
066CA0086,1724514438,RIRIC00268A,42140,East - 1
066CA009B,1724514459,RIRIC00281A,42140,East - 1
066CA00C5,1724514501,RIRIC00408A,42140,East - 1
066CA00DA,1724514522,RIRIC00492A,42140,East - 1
066CA00EF,1724514543,RIRIC00501A,42140,East - 1
066CA1047,1724518471,RIRIC00232B,42140,East - 1
066CA105C,1724518492,RIRIC00288B,42140,East - 1
066CA109B,1724518555,RIRIC00468A,42140,East - 1
066CA10C5,1724518597,RIRIC00488A,42140,East - 1
066CA10DA,1724518618,RIRIC00494B,42140,East - 1
066CA10EF,1724518639,RIRIC00535A,42140,East - 1
066CA1119,1724518681,RIRIC00572A,42140,East - 1
066C9B01D,1724493853,RIRIC00103A,42150,East - 1
066C9B047,1724493895,RIRIC00188A,42150,East - 1
066C9B05C,1724493916,RIRIC00207A,42150,East - 1
066C9B086,1724493958,RIRIC00266A,42150,East - 1
066C9B09B,1724493979,RIRIC00277A,42150,East - 1
066C9B0C5,1724494021,RIRIC00361A,42150,East - 1
066C9B0DA,1724494042,RIRIC00413A,42150,East - 1
066C9B0EF,1724494063,RIRIC00507A,42150,East - 1
066C9B104,1724494084,RIRIC00531A,42150,East - 1
066CA2032,1724522546,RIRIC00139A,42150,East - 1
066CA2047,1724522567,RIRIC00217A,42150,East - 1
066CA205C,1724522588,RIRIC00240B,42150,East - 1
066CA209B,1724522651,RIRIC00429A,42150,East - 1
066CA20C5,1724522693,RIRIC00466A,42150,East - 1
066CA20DA,1724522714,RIRIC00514A,42150,East - 1
066CA20EF,1724522735,RIRIC00528A,42150,East - 1
066CA2104,1724522756,RIRIC00568A,42150,East - 1
066CA2119,1724522777,RIRIC00571A,42150,East - 1
066CA501D,1724534813,RIRIC00098A,42150,East - 1
066CA5032,1724534834,RIRIC00134A,42150,East - 1
066CA5047,1724534855,RIRIC00135A,42150,East - 1
066CA505C,1724534876,RIRIC00210A,42150,East - 1
066CA5086,1724534918,RIRIC00250A,42150,East - 1
066CA509B,1724534939,RIRIC00328A,42150,East - 1
066CA50C5,1724534981,RIRIC00506A,42150,East - 1
066CA50DA,1724535002,RIRIC00542A,42150,East - 1
066CA512E,1724535086,RIRIC00367A,42150,East - 1
066CA6032,1724538930,RIRIC00104A,42150,East - 1
066CA6047,1724538951,RIRIC00130A,42150,East - 1
066CA605C,1724538972,RIRIC00166A,42150,East - 1
066CA6086,1724539014,RIRIC00192A,42150,East - 1
066CA609B,1724539035,RIRIC00271A,42150,East - 1
066CA60C5,1724539077,RIRIC00283A,42150,East - 1
066CA6104,1724539140,RIRIC00530A,42150,East - 1
066CA7008,1724542984,RIRIC00065B,42150,East - 1
066CA701D,1724543005,RIRIC00096A,42150,East - 1
066CA7047,1724543047,RIRIC00269A,42150,East - 1
066CA705C,1724543068,RIRIC00270A,42150,East - 1
066CA7086,1724543110,RIRIC00291A,42150,East - 1
066CA70C5,1724543173,RIRIC00374A,42150,East - 1
066CA70DA,1724543194,RIRIC00389A,42150,East - 1
066CA70EF,1724543215,RIRIC00445A,42150,East - 1
066CA7104,1724543236,RIRIC00556A,42150,East - 1
066CA8008,1724547080,RIRIC00090A,42150,East - 1
066CA801D,1724547101,RIRIC00097A,42150,East - 1
066CA8047,1724547143,RIRIC00197A,42150,East - 1
066CA805C,1724547164,RIRIC00237A,42150,East - 1
066CA8086,1724547206,RIRIC00314A,42150,East - 1
066CA80C5,1724547269,RIRIC00461A,42150,East - 1
