NR_Cell_Identity,NR_Cell_Identity_decimal,Cell_Site_Common_Name,TAC,AWS Region
04EDBE156,1323032918,BOBDL00216B,32301,East - 1
04EDBF006,1323036678,BOBDL00125A,32301,East - 1
04EDBF01B,1323036699,BOBDL00156A,32301,East - 1
04EDBF030,1323036720,BOBDL00161A,32301,East - 1
04EDBF05A,1323036762,BOBDL00170B,32301,East - 1
04EDBF084,1323036804,BOBDL00184A,32301,East - 1
04EDBF099,1323036825,BOBDL00189A,32301,East - 1
04EDBF0AE,1323036846,BOBDL00192A,32301,East - 1
04EDBF0B0,1323036848,BOBDL00192A,32301,East - 1
04EDBF0C3,1323036867,BOBDL00193A,32301,East - 1
04EDBF102,1323036930,BOBDL00202A,32301,East - 1
04EDBF141,1323036993,BOBDL00212A,32301,East - 1
04EDBF156,1323037014,BOBDL00215B,32301,East - 1
04EDC0006,1323040774,BOBDL00103A,32301,East - 1
04EDC0030,1323040816,BOBDL00140A,32301,East - 1
04EDC006F,1323040879,BOBDL00166A,32301,East - 1
04EDC0070,1323040880,BOBDL00166A,32301,East - 1
04EDC00D8,1323040984,BOBDL00182A,32301,East - 1
04EDC0102,1323041026,BOBDL00190A,32301,East - 1
04EDC0117,1323041047,BOBDL00198B,32301,East - 1
04EDC012C,1323041068,BOBDL00208A,32301,East - 1
04EDC0156,1323041110,BOBDL00214A,32301,East - 1
04EDC3006,1323053062,BOBDL00021A,32301,East - 1
04EDC301B,1323053083,BOBDL00027A,32301,East - 1
04EDC3045,1323053125,BOBDL00036A,32301,East - 1
04EDC3084,1323053188,BOBDL00049A,32301,East - 1
04EDC3099,1323053209,BOBDL00069A,32301,East - 1
04EDC30AE,1323053230,BOBDL00070A,32301,East - 1
04EDC30B0,1323053232,BOBDL00070A,32301,East - 1
04EDC30D8,1323053272,BOBDL00100A,32301,East - 1
07DBB9006,2109444102,ATBHM00072A,51501,East - 1
07DBB901B,2109444123,ATBHM00105A,51501,East - 1
07DBB9030,2109444144,ATBHM00110A,51501,East - 1
07DBB905A,2109444186,ATBHM00250A,51501,East - 1
07DBB906F,2109444207,ATBHM00296A,51501,East - 1
07DBB9070,2109444208,ATBHM00296A,51501,East - 1
07DBB9084,2109444228,ATBHM00318A,51501,East - 1
07DBB90AE,2109444270,ATBHM00440A,51501,East - 1
07DBB90B0,2109444272,ATBHM00440A,51501,East - 1
07DBB90C3,2109444291,ATBHM00487A,51501,East - 1
07DBBA006,2109448198,ATBHM00065A,51501,East - 1
07DBBA01B,2109448219,ATBHM00070A,51501,East - 1
07DBBA030,2109448240,ATBHM00071A,51501,East - 1
07DBBA045,2109448261,ATBHM00078A,51501,East - 1
07DBBA06F,2109448303,ATBHM00127A,51501,East - 1
07DBBA070,2109448304,ATBHM00127A,51501,East - 1
07DBBA099,2109448345,ATBHM00149A,51501,East - 1
07DBBA0AE,2109448366,ATBHM00316A,51501,East - 1
07DBBA0B0,2109448368,ATBHM00316A,51501,East - 1
07DBBA0C3,2109448387,ATBHM00392A,51501,East - 1
07DBBA0ED,2109448429,ATBHM00441A,51501,East - 1
07DBBA102,2109448450,ATBHM00442A,51501,East - 1
07DBBB01B,2109452315,ATBHM00066A,51501,East - 1
07DBBB045,2109452357,ATBHM00126A,51501,East - 1
07DBBB05A,2109452378,ATBHM00275A,51501,East - 1
07DBBB084,2109452420,ATBHM00390A,51501,East - 1
07DBBB099,2109452441,ATBHM00391A,51501,East - 1
07DBBB0AE,2109452462,ATBHM00432A,51501,East - 1
07DBBB0B0,2109452464,ATBHM00432A,51501,East - 1
07DBBB0C3,2109452483,ATBHM00468A,51501,East - 1
07DBBB0D8,2109452504,ATBHM00469A,51501,East - 1
04EDBA030,1323016240,BOBDL00023A,32302,East - 1
04EDBA045,1323016261,BOBDL00025A,32302,East - 1
04EDBA05A,1323016282,BOBDL00026A,32302,East - 1
04EDBA099,1323016345,BOBDL00071A,32302,East - 1
04EDBA0AE,1323016366,BOBDL00075A,32302,East - 1
04EDBA0B0,1323016368,BOBDL00075A,32302,East - 1
04EDBA0C3,1323016387,BOBDL00085A,32302,East - 1
04EDBA0D8,1323016408,BOBDL00086A,32302,East - 1
04EDBA102,1323016450,BOBDL00109A,32302,East - 1
04EDBA156,1323016534,BOBDL00152B,32302,East - 1
04EDBB01B,1323020315,BOBDL00035A,32302,East - 1
04EDBB030,1323020336,BOBDL00038A,32302,East - 1
04EDBB045,1323020357,BOBDL00039A,32302,East - 1
04EDBB05A,1323020378,BOBDL00057A,32302,East - 1
04EDBB06F,1323020399,BOBDL00058A,32302,East - 1
04EDBB070,1323020400,BOBDL00058A,32302,East - 1
04EDBB0AE,1323020462,BOBDL00084A,32302,East - 1
04EDBB0B0,1323020464,BOBDL00084A,32302,East - 1
04EDBB0C3,1323020483,BOBDL00087A,32302,East - 1
04EDBB0ED,1323020525,BOBDL00121A,32302,East - 1
04EDBC01B,1323024411,BOBDL00022B,32302,East - 1
04EDBC05A,1323024474,BOBDL00062A,32302,East - 1
04EDBC06F,1323024495,BOBDL00068A,32302,East - 1
04EDBC070,1323024496,BOBDL00068A,32302,East - 1
04EDBC0AE,1323024558,BOBDL00092A,32302,East - 1
04EDBC0B0,1323024560,BOBDL00092A,32302,East - 1
04EDBC117,1323024663,BOBDL00126A,32302,East - 1
04EDC1045,1323044933,BOBDL00032B,32302,East - 1
04EDC105A,1323044954,BOBDL00044A,32302,East - 1
04EDC1099,1323045017,BOBDL00078A,32302,East - 1
04EDC205A,1323049050,BOBDL00015A,32302,East - 1
04EDC206F,1323049071,BOBDL00017A,32302,East - 1
04EDC2070,1323049072,BOBDL00017A,32302,East - 1
04EDC2084,1323049092,BOBDL00019A,32302,East - 1
04EDC20D8,1323049176,BOBDL00066A,32302,East - 1
04EDC20ED,1323049197,BOBDL00072A,32302,East - 1
04EDC501B,1323061275,BOBDL00010A,32302,East - 1
04EDC505A,1323061338,BOBDL00050A,32302,East - 1
04EDC506F,1323061359,BOBDL00063A,32302,East - 1
04EDC5070,1323061360,BOBDL00063A,32302,East - 1
04EDC5084,1323061380,BOBDL00064A,32302,East - 1
04EDC5099,1323061401,BOBDL00076A,32302,East - 1
04EDC50AE,1323061422,BOBDL00082A,32302,East - 1
04EDC50B0,1323061424,BOBDL00082A,32302,East - 1
04EDC50ED,1323061485,BOBDL00104A,32302,East - 1
07DBBC006,2109456390,ATBHM00004A,51502,East - 1
07DBBC01B,2109456411,ATBHM00017A,51502,East - 1
07DBBC045,2109456453,ATBHM00091B,51502,East - 1
07DBBC05A,2109456474,ATBHM00156A,51502,East - 1
07DBBC06F,2109456495,ATBHM00194A,51502,East - 1
07DBBC070,2109456496,ATBHM00194A,51502,East - 1
07DBBC084,2109456516,ATBHM00197A,51502,East - 1
07DBBC099,2109456537,ATBHM00198A,51502,East - 1
07DBBC0AE,2109456558,ATBHM00209A,51502,East - 1
07DBBC0B0,2109456560,ATBHM00209A,51502,East - 1
07DBBC0C3,2109456579,ATBHM00252A,51502,East - 1
07DBBC0D8,2109456600,ATBHM00260A,51502,East - 1
07DBBC0ED,2109456621,ATBHM00266B,51502,East - 1
07DBBC102,2109456642,ATBHM00385A,51502,East - 1
07DBBC117,2109456663,ATBHM00386A,51502,East - 1
07DBBC12C,2109456684,ATBHM00394B,51502,East - 1
07DBBC156,2109456726,ATBHM00460A,51502,East - 1
07DBBD006,2109460486,ATBHM00012A,51502,East - 1
07DBBD01B,2109460507,ATBHM00013A,51502,East - 1
07DBBD030,2109460528,ATBHM00020A,51502,East - 1
07DBBD045,2109460549,ATBHM00045A,51502,East - 1
07DBBD05A,2109460570,ATBHM00061A,51502,East - 1
07DBBD06F,2109460591,ATBHM00155A,51502,East - 1
07DBBD070,2109460592,ATBHM00155A,51502,East - 1
07DBBD099,2109460633,ATBHM00199A,51502,East - 1
07DBBD0AE,2109460654,ATBHM00220A,51502,East - 1
07DBBD0B0,2109460656,ATBHM00220A,51502,East - 1
07DBBD0D8,2109460696,ATBHM00226A,51502,East - 1
07DBBD102,2109460738,ATBHM00244A,51502,East - 1
07DBBD12C,2109460780,ATBHM00311A,51502,East - 1
07DBBD141,2109460801,ATBHM00387A,51502,East - 1
07DBBD156,2109460822,ATBHM00461A,51502,East - 1
07DBBE006,2109464582,ATBHM00032A,51502,East - 1
07DBBE01B,2109464603,ATBHM00064B,51502,East - 1
07DBBE030,2109464624,ATBHM00077A,51502,East - 1
07DBBE045,2109464645,ATBHM00131A,51502,East - 1
07DBBE06F,2109464687,ATBHM00221A,51502,East - 1
07DBBE070,2109464688,ATBHM00221A,51502,East - 1
07DBBE084,2109464708,ATBHM00258A,51502,East - 1
07DBBE099,2109464729,ATBHM00259A,51502,East - 1
07DBBE0C3,2109464771,ATBHM00408A,51502,East - 1
07DBBE0ED,2109464813,ATBHM00451A,51502,East - 1
07DBBE102,2109464834,ATBHM00458A,51502,East - 1
07DBBF006,2109468678,ATBHM00025A,51502,East - 1
07DBBF01B,2109468699,ATBHM00030A,51502,East - 1
07DBBF05A,2109468762,ATBHM00079A,51502,East - 1
07DBBF06F,2109468783,ATBHM00081A,51502,East - 1
07DBBF070,2109468784,ATBHM00081A,51502,East - 1
07DBBF099,2109468825,ATBHM00195A,51502,East - 1
07DBBF0AE,2109468846,ATBHM00202A,51502,East - 1
07DBBF0B0,2109468848,ATBHM00202A,51502,East - 1
07DBBF0C3,2109468867,ATBHM00213A,51502,East - 1
07DBBF0ED,2109468909,ATBHM00257A,51502,East - 1
07DBBF117,2109468951,ATBHM00393A,51502,East - 1
07DBBF141,2109468993,ATBHM00425A,51502,East - 1
07DBBF156,2109469014,ATBHM00435A,51502,East - 1
07DBC0006,2109472774,ATBHM00003A,51502,East - 1
07DBC0030,2109472816,ATBHM00014A,51502,East - 1
07DBC0045,2109472837,ATBHM00016A,51502,East - 1
07DBC005A,2109472858,ATBHM00033A,51502,East - 1
07DBC006F,2109472879,ATBHM00193A,51502,East - 1
07DBC0070,2109472880,ATBHM00193A,51502,East - 1
07DBC0084,2109472900,ATBHM00228A,51502,East - 1
07DBC0099,2109472921,ATBHM00254A,51502,East - 1
07DBC00AE,2109472942,ATBHM00309A,51502,East - 1
07DBC00B0,2109472944,ATBHM00309A,51502,East - 1
07DBC00C3,2109472963,ATBHM00310A,51502,East - 1
07DBC00D8,2109472984,ATBHM00427A,51502,East - 1
07DBC00ED,2109473005,ATBHM00429A,51502,East - 1
07DBC0102,2109473026,ATBHM00455B,51502,East - 1
07DBC0117,2109473047,ATBHM00485A,51502,East - 1
07DBC1006,2109476870,ATBHM00015A,51502,East - 1
07DBC101B,2109476891,ATBHM00018A,51502,East - 1
07DBC1045,2109476933,ATBHM00130A,51502,East - 1
07DBC105A,2109476954,ATBHM00200A,51502,East - 1
07DBC106F,2109476975,ATBHM00201A,51502,East - 1
07DBC1070,2109476976,ATBHM00201A,51502,East - 1
07DBC1084,2109476996,ATBHM00227A,51502,East - 1
07DBC1099,2109477017,ATBHM00233A,51502,East - 1
07DBC10AE,2109477038,ATBHM00237A,51502,East - 1
07DBC10B0,2109477040,ATBHM00237A,51502,East - 1
07DBC10D8,2109477080,ATBHM00286B,51502,East - 1
07DBC10ED,2109477101,ATBHM00324B,51502,East - 1
07DBC1102,2109477122,ATBHM00450A,51502,East - 1
04EDB9006,1323012102,BOBDL00014B,32303,East - 1
04EDB905A,1323012186,BOBDL00034A,32303,East - 1
04EDB906F,1323012207,BOBDL00043A,32303,East - 1
04EDB9070,1323012208,BOBDL00043A,32303,East - 1
04EDB9084,1323012228,BOBDL00053A,32303,East - 1
04EDB9099,1323012249,BOBDL00056A,32303,East - 1
04EDB90C3,1323012291,BOBDL00077A,32303,East - 1
04EDB90D8,1323012312,BOBDL00090A,32303,East - 1
04EDB90ED,1323012333,BOBDL00091A,32303,East - 1
04EDB9102,1323012354,BOBDL00094A,32303,East - 1
04EDB9141,1323012417,BOBDL00136A,32303,East - 1
04EDB9156,1323012438,BOBDL00217A,32303,East - 1
04EDC4006,1323057158,BOBDL00018A,32303,East - 1
04EDC401B,1323057179,BOBDL00028A,32303,East - 1
04EDC4045,1323057221,BOBDL00041A,32303,East - 1
04EDC405A,1323057242,BOBDL00052A,32303,East - 1
04EDC406F,1323057263,BOBDL00054A,32303,East - 1
04EDC4070,1323057264,BOBDL00054A,32303,East - 1
04EDC4084,1323057284,BOBDL00055A,32303,East - 1
04EDC4099,1323057305,BOBDL00074A,32303,East - 1
04EDC40AE,1323057326,BOBDL00088A,32303,East - 1
04EDC40B0,1323057328,BOBDL00088A,32303,East - 1
04EDC40C3,1323057347,BOBDL00089A,32303,East - 1
04EDC40D8,1323057368,BOBDL00096A,32303,East - 1
04EDC4141,1323057473,BOBDL00138A,32303,East - 1
07DBC901B,2109509659,ATBHM00147A,51504,East - 1
07DBC9030,2109509680,ATBHM00148A,51504,East - 1
07DBC905A,2109509722,ATBHM00255A,51504,East - 1
07DBC906F,2109509743,ATBHM00269A,51504,East - 1
07DBC9070,2109509744,ATBHM00269A,51504,East - 1
07DBC9084,2109509764,ATBHM00270A,51504,East - 1
07DBC90AE,2109509806,ATBHM00407A,51504,East - 1
07DBC90B0,2109509808,ATBHM00407A,51504,East - 1
07DBC90C3,2109509827,ATBHM00411A,51504,East - 1
07DBCA006,2109513734,ATBHM00002A,51504,East - 1
07DBCA01B,2109513755,ATBHM00093A,51504,East - 1
07DBCA030,2109513776,ATBHM00102A,51504,East - 1
07DBCA045,2109513797,ATBHM00143A,51504,East - 1
07DBCA05A,2109513818,ATBHM00145A,51504,East - 1
07DBCA06F,2109513839,ATBHM00158B,51504,East - 1
07DBCA070,2109513840,ATBHM00158B,51504,East - 1
07DBCA084,2109513860,ATBHM00206A,51504,East - 1
07DBCA099,2109513881,ATBHM00207A,51504,East - 1
07DBCA0D8,2109513944,ATBHM00271A,51504,East - 1
07DBCA0ED,2109513965,ATBHM00412A,51504,East - 1
07DBCA117,2109514007,ATBHM00453A,51504,East - 1
07DBCB01B,2109517851,ATBHM00039A,51504,East - 1
07DBCB030,2109517872,ATBHM00060A,51504,East - 1
07DBCB05A,2109517914,ATBHM00094A,51504,East - 1
07DBCB06F,2109517935,ATBHM00104A,51504,East - 1
07DBCB070,2109517936,ATBHM00104A,51504,East - 1
07DBCB084,2109517956,ATBHM00144B,51504,East - 1
07DBCB099,2109517977,ATBHM00146A,51504,East - 1
07DBCB0AE,2109517998,ATBHM00204A,51504,East - 1
07DBCB0B0,2109518000,ATBHM00204A,51504,East - 1
07DBCB0C3,2109518019,ATBHM00205A,51504,East - 1
07DBCB0D8,2109518040,ATBHM00263A,51504,East - 1
07DBCB102,2109518082,ATBHM00379A,51504,East - 1
07DBCB117,2109518103,ATBHM00401A,51504,East - 1
07DBC401B,2109489179,ATBHM00044A,51505,East - 1
07DBC4030,2109489200,ATBHM00083A,51505,East - 1
07DBC4045,2109489221,ATBHM00111A,51505,East - 1
07DBC4084,2109489284,ATBHM00261A,51505,East - 1
07DBC4099,2109489305,ATBHM00303A,51505,East - 1
07DBC40C3,2109489347,ATBHM00380A,51505,East - 1
07DBC40D8,2109489368,ATBHM00402A,51505,East - 1
07DBC40ED,2109489389,ATBHM00405A,51505,East - 1
07DBC4102,2109489410,ATBHM00420A,51505,East - 1
07DBC4117,2109489431,ATBHM00421A,51505,East - 1
07DBC412C,2109489452,ATBHM00423A,51505,East - 1
07DBC4141,2109489473,ATBHM00436A,51505,East - 1
07DBC4156,2109489494,ATBHM00482B,51505,East - 1
07DBC501B,2109493275,ATBHM00059A,51505,East - 1
07DBC5045,2109493317,ATBHM00253A,51505,East - 1
07DBC505A,2109493338,ATBHM00304B,51505,East - 1
07DBC506F,2109493359,ATBHM00305A,51505,East - 1
07DBC5070,2109493360,ATBHM00305A,51505,East - 1
07DBC5084,2109493380,ATBHM00307A,51505,East - 1
07DBC5099,2109493401,ATBHM00431A,51505,East - 1
07DBC50AE,2109493422,ATBHM00480B,51505,East - 1
07DBC50B0,2109493424,ATBHM00480B,51505,East - 1
07DBC6006,2109497350,ATBHM00034A,51505,East - 1
07DBC601B,2109497371,ATBHM00088A,51505,East - 1
07DBC6030,2109497392,ATBHM00095A,51505,East - 1
07DBC606F,2109497455,ATBHM00161A,51505,East - 1
07DBC6070,2109497456,ATBHM00161A,51505,East - 1
07DBC6099,2109497497,ATBHM00403A,51505,East - 1
07DBC60AE,2109497518,ATBHM00406A,51505,East - 1
07DBC60B0,2109497520,ATBHM00406A,51505,East - 1
07DBC60C3,2109497539,ATBHM00475A,51505,East - 1
07DBC7006,2109501446,ATBHM00029A,51505,East - 1
07DBC701B,2109501467,ATBHM00046A,51505,East - 1
07DBC7045,2109501509,ATBHM00098A,51505,East - 1
07DBC705A,2109501530,ATBHM00109A,51505,East - 1
07DBC706F,2109501551,ATBHM00160A,51505,East - 1
07DBC7070,2109501552,ATBHM00160A,51505,East - 1
07DBC7099,2109501593,ATBHM00378A,51505,East - 1
07DBC70AE,2109501614,ATBHM00398A,51505,East - 1
07DBC70B0,2109501616,ATBHM00398A,51505,East - 1
07DBC70C3,2109501635,ATBHM00400A,51505,East - 1
07DBC70D8,2109501656,ATBHM00459A,51505,East - 1
07DBC70ED,2109501677,ATBHM00462A,51505,East - 1
07DBC8006,2109505542,ATBHM00001A,51505,East - 1
07DBC801B,2109505563,ATBHM00024A,51505,East - 1
07DBC8045,2109505605,ATBHM00052A,51505,East - 1
07DBC806F,2109505647,ATBHM00141A,51505,East - 1
07DBC8070,2109505648,ATBHM00141A,51505,East - 1
07DBC8084,2109505668,ATBHM00142A,51505,East - 1
07DBC8099,2109505689,ATBHM00162A,51505,East - 1
07DBC80C3,2109505731,ATBHM00240A,51505,East - 1
07DBC80ED,2109505773,ATBHM00415A,51505,East - 1
07DBC8102,2109505794,ATBHM00454A,51505,East - 1
07DBD6099,2109563033,ATBHM00357A,51508,East - 1
066C92045,1724457029,RIRIC00185A,42110,East - 1
066C9205A,1724457050,RIRIC00187A,42110,East - 1
066C92084,1724457092,RIRIC00252A,42110,East - 1
066C92099,1724457113,RIRIC00260A,42110,East - 1
066C920AE,1724457134,RIRIC00262A,42110,East - 1
066C920B0,1724457136,RIRIC00262A,42110,East - 1
066C92102,1724457218,RIRIC00475A,42110,East - 1
066C92117,1724457239,RIRIC00518A,42110,East - 1
066C93030,1724461104,RIRIC00178A,42110,East - 1
066C93045,1724461125,RIRIC00211A,42110,East - 1
066C9305A,1724461146,RIRIC00223A,42110,East - 1
066C9306F,1724461167,RIRIC00226A,42110,East - 1
066C93070,1724461168,RIRIC00226A,42110,East - 1
066C93084,1724461188,RIRIC00245A,42110,East - 1
066C93099,1724461209,RIRIC00257A,42110,East - 1
066C930AE,1724461230,RIRIC00366A,42110,East - 1
066C930B0,1724461232,RIRIC00366A,42110,East - 1
066C930C3,1724461251,RIRIC00368A,42110,East - 1
066C930D8,1724461272,RIRIC00376A,42110,East - 1
066C930ED,1724461293,RIRIC00449A,42110,East - 1
066C89030,1724420144,RIRIC00106A,42120,East - 1
066C89045,1724420165,RIRIC00112A,42120,East - 1
066C8905A,1724420186,RIRIC00152A,42120,East - 1
066C8906F,1724420207,RIRIC00191A,42120,East - 1
066C89070,1724420208,RIRIC00191A,42120,East - 1
066C89084,1724420228,RIRIC00241A,42120,East - 1
066C89099,1724420249,RIRIC00256A,42120,East - 1
066C890AE,1724420270,RIRIC00364A,42120,East - 1
066C890B0,1724420272,RIRIC00364A,42120,East - 1
066C890C3,1724420291,RIRIC00379A,42120,East - 1
066C890D8,1724420312,RIRIC00416A,42120,East - 1
066C890ED,1724420333,RIRIC00460A,42120,East - 1
066C89102,1724420354,RIRIC00574A,42120,East - 1
066C8A006,1724424198,RIRIC00066A,42120,East - 1
066C8A045,1724424261,RIRIC00160A,42120,East - 1
066C8A05A,1724424282,RIRIC00227A,42120,East - 1
066C8A06F,1724424303,RIRIC00354A,42120,East - 1
066C8A070,1724424304,RIRIC00354A,42120,East - 1
066C8A084,1724424324,RIRIC00362A,42120,East - 1
066C8A099,1724424345,RIRIC00365A,42120,East - 1
066C8A0AE,1724424366,RIRIC00451A,42120,East - 1
066C8A0B0,1724424368,RIRIC00451A,42120,East - 1
066C8A0C3,1724424387,RIRIC00469A,42120,East - 1
066C8A0D8,1724424408,RIRIC00486A,42120,East - 1
066C8A0ED,1724424429,RIRIC00497A,42120,East - 1
066C8A102,1724424450,RIRIC00558A,42120,East - 1
066C8B01B,1724428315,RIRIC00080B,42120,East - 1
066C8B045,1724428357,RIRIC00220B,42120,East - 1
066C8B06F,1724428399,RIRIC00246A,42120,East - 1
066C8B070,1724428400,RIRIC00246A,42120,East - 1
066C8B084,1724428420,RIRIC00254A,42120,East - 1
066C8B099,1724428441,RIRIC00263A,42120,East - 1
066C8B0AE,1724428462,RIRIC00306A,42120,East - 1
066C8B0B0,1724428464,RIRIC00306A,42120,East - 1
066C8B0ED,1724428525,RIRIC00473A,42120,East - 1
066C8B102,1724428546,RIRIC00489A,42120,East - 1
066CAB006,1724559366,RIRIC00195A,42120,East - 1
066CAB01B,1724559387,RIRIC00326A,42120,East - 1
066CAB030,1724559408,RIRIC00441A,42120,East - 1
066CAB045,1724559429,RIRIC00459A,42120,East - 1
